"#",Jurisdiction,Lens ID,Publication Date,Application Number,Application Date,Title,Applicants,Owners,Cites Patent Count,Cited by Patent Count,CPC Classifications,IPCR Classifications,US Classifications
2504,EP,122-568-999-165-869,2015-06-24,EP 12711156 A,2012-03-26,POLYPROPYLENE COMPOSITION FOR EXTRUSION BLOWN MOULDED BOTTLES,BOREALIS AG,,2,3,C08L23/142;;C08K5/0083;;C08L2201/10;;C08L2203/10;;C08L2205/03;;C08L2207/02;;C08L23/142;;C08F210/06;;C08K5/0083;;C08L23/08;;C08L23/16;;C08L2201/10;;C08L2203/10;;C08L2205/03;;C08L2207/02,C08L23/14;;C08F2/00;;C08F297/08,
2505,PT,137-117-723-562-072,2020-04-22,PT 15783986 T,2015-10-16,HETEROPHASIC POLYPROPYLENE WITH IMPROVED STIFFNESS/IMPACT BALANCE,BOREALIS AG,,0,0,C08L23/12;;C08L2205/02;;C08L2205/03;;C08L2205/24;;C08L2207/02;;C08L2308/00;;C08L2314/02;;C08L23/12;;C08F210/06;;C08K5/0083;;C08L23/0815;;C08L23/16;;C08L2205/02;;C08L2205/03;;C08L2205/24;;C08L2207/02;;C08L2308/00;;C08L2314/02;;C08L23/12;;C08F2/001;;C08F4/6492;;C08F4/651;;C08F210/06;;C08F210/16;;C08F2500/12;;C08F2500/15;;C08F2500/17;;C08J5/18;;C08J2323/12;;C08J2423/08;;C08J2423/14;;C08K5/0083;;C08L23/0815;;C08L23/16;;C08L2205/02;;C08L2205/03;;C08L2205/24;;C08L2207/02;;C08L2207/06;;C08L2308/00;;C08L2314/02,C08L23/12,
2506,WO,143-077-551-852-826,2022-11-03,EP 2022058440 W,2022-03-30,POLYMER COMPOSITION COMPRISING POLYPROPYLENE AND HYDROCARBON RESIN,BOREALIS AG,,36,3,C08L23/12;;B29K2023/12;;B29K2105/16;;B29K2105/26;;C08F110/06;;B29B7/726;;B29B7/002;;C08F2420/07,B29B7/74;;B29C45/00;;C08F110/06;;C08J11/06;;C08K3/34;;C08K5/01;;C08L23/12,
2507,WO,163-336-633-115-423,2019-06-13,EP 2018083410 W,2018-12-04,ARTICLE COMPRISING A FIBER REINFORCED POLYPROPYLENE COMPOSITION,BOREALIS AG,,24,0,C08L23/12;;C08L2205/025;;C08L2205/035;;C08L2205/08;;C08L2205/16;;C08L23/12;;C08L23/0815;;C08L23/26;;C08L51/06;;C08K7/02;;C08K7/06;;C08K7/14;;C08J5/04;;C08J2323/12;;B29C45/0005;;B29C70/081;;B29K2023/12;;B29K2105/08;;B29K2105/12;;B29K2309/08;;C08J5/043;;C08J2323/12;;C08J2423/08;;C08J2423/30;;C08L23/12;;C08L2205/025;;C08L2205/035;;C08L2207/04;;C08L2310/00;;D02G3/18,C08L23/12,
2508,WO,166-874-532-716-518,2019-07-25,EP 2019050361 W,2019-01-09,HETEROPHASIC POLYPROPYLENE COMPOSITION WITH HIGH FLEXIBILITY AND SOFTNESS,BOREALIS AG,,14,1,C08L23/12;;C08L23/16;;C08L2203/10;;C08L2205/22;;C08L2207/02;;C08L2308/00;;C08L2314/06;;C08F210/06;;C08F4/65912;;C08F110/06;;C08F2420/07;;C08L23/16;;C08L23/12;;C08F210/16;;C08F210/02;;C08F4/6592;;C08F4/65927;;C08F2/001;;C08L2203/10;;C08L2205/22;;C08L2207/02;;C08L2308/00;;C08L2314/06;;C08F2500/17;;C08F4/65927;;C08F10/06;;C08F210/06;;C08F210/16;;C08L23/12;;C08L23/142;;C08L23/16;;C08F4/65927;;C08F10/06;;C08F210/06;;C08F210/16;;C08L23/142;;C08L23/16;;C08L2205/22;;C08L2207/02;;C08L2314/06,C08L23/12;;C08L23/16,
2509,AU,166-771-138-944-078,2018-09-06,AU 2016/298599 A,2016-07-27,Polypropylene based hot-melt adhesive composition,BOREALIS AG,,2,0,C09J123/142;;C08L2205/02;;C08L2207/02;;C08L2308/00;;C08L2314/02;;C08F10/04;;C08F10/06;;C08K3/36;;C08K5/0016;;C08K5/0025;;C08K5/0033;;C08K5/005;;C08K5/0066;;C08L23/04;;C08L23/0853;;C08L23/0869;;C08L23/16;;C08L91/06;;C08L2023/42;;C08L2205/02;;C08L2207/02;;C08L2308/00;;C08L2314/02;;C09D191/08;;C09J123/14;;C09J123/142;;C09J2203/00;;C09J2301/304;;C09J123/142;;C08L23/04;;C08L23/0853;;C08L23/0869;;C08L23/16;;C08L2023/42;;C08L2205/02;;C08L2207/02;;C08L2308/00;;C08L2314/02;;C09J123/14;;C08F10/04;;C08F10/06;;C08K3/36;;C08K5/0016;;C08K5/0025;;C08K5/0033;;C08K5/005;;C08K5/0066;;C08L23/04;;C08L23/0853;;C08L23/0869;;C08L23/16;;C08L91/06;;C08L2023/42;;C08L2205/02;;C08L2207/02;;C08L2308/00;;C08L2314/02;;C09D191/08;;C09J123/142;;C09J2203/00;;C09J2301/304,C09J123/14,
2510,EP,162-365-153-148-804,2025-01-29,EP 23713629 A,2023-03-20,POST-CONSUMER RECYCLATED COLORED POLYPROPYLENE COMPOSITION,BOREALIS AG,,0,0,B29B17/02;;B29B2017/0203;;B29B2017/0224;;B29B2017/0234;;B29B2017/0241;;B29B2017/0244;;B29B2017/0279;;B29B2017/0289;;C08L2207/20;;Y02W30/62;;B29B17/02;;C08L23/10;;B29B2017/0203;;B29B2017/0224;;B29B2017/0234;;B29B2017/0241;;B29B2017/0279;;B29B2017/0289;;C08L2207/20;;B29K2023/12;;B29K2105/26;;Y02W30/20;;Y02W30/62,B29B17/02;;C08L23/10,
2511,PL,190-040-278-543-306,2019-03-29,PL 13702441 T,2013-01-31,IMPROVED SCRATCH RESISTANCE POLYPROPYLENE AT HIGH FLOW,BOREALIS AG,,0,0,C08L23/12;;C08L2205/025;;C08L2205/035;;C08L2207/02;;C08L2308/00;;C08L2314/02;;C08L23/12;;C08F210/06;;C08L23/16;;C08L2207/02;;C08L2308/00;;C08L2314/02;;Y10T428/1397;;C08L23/12;;C08F210/06;;C08L23/16;;C08L2205/025;;C08L2205/035;;C08L2207/02;;C08L2308/00;;C08L2314/02;;Y10T428/1397,C08L23/12,
2512,US,170-741-007-177-435,2014-09-09,US 201013516378 A,2010-06-16,Preparation of polypropylene in the presence of a single-site catalyst,HUHTANEN LAURI;;KALLIO KALLE;;CASTRO PASCAL;;BOREALIS AG,BOREALIS AG (2012-06-28),3,9,C08F10/00;;C08F4/65927;;C08F110/06;;C08F10/06;;C08F2/01;;C08F2/22;;C08F4/6592;;C08F10/00;;C08F4/65927;;C08F110/06,C08F4/642;;C08F4/6592;;C08F10/06,526/160;;526/143;;526/165;;526/348;;526/351;;526/943;;502/103;;502/104;;502/107;;502/125;;502/128;;502/152
2513,TW,178-813-976-746-781,2016-09-01,TW 104135576 A,2015-10-29,Long-chain branched polypropylene for film application,BOREALIS AG,,0,0,C08F10/06;;C08F110/06;;C08F210/06;;C08F255/02;;C08J5/18;;C08L23/10;;C08L2203/16;;C08J2323/10;;C08F255/04;;C08F255/02;;C08F2/38;;C08F4/6492;;C08F4/651;;C08F4/6546;;C08F8/02;;C08F8/06;;C08F10/06;;C08J5/18;;C08F2500/09;;C08F2500/11;;C08F2500/12;;C08F255/04;;C08F255/02;;C08K5/0008,C08F210/06;;C08F4/74;;C08F4/80;;C08F8/00;;C08F110/06;;C08J5/18;;C08L23/10,
2514,EP,192-698-801-809-724,2011-12-14,EP 10703233 A,2010-02-04,POLYPROPYLENE COMPOSITION WITH HIGH STIFFNESS AND IMPACT STRENGTH,BOREALIS AG,,0,0,C08F10/00;;C08F10/06;;C08F110/06;;Y10T428/1372;;C08F10/00;;C08F110/06;;C08F10/06,C08F10/06;;B32B1/00;;C08F10/00;;C08K3/00,
2515,CN,197-928-562-729-091,2014-02-05,CN 201280026086 A,2012-03-26,Polypropylene composition for extrusion blown moulded bottles,BOREALIS AG,,4,6,C08L23/142;;C08K5/0083;;C08L2201/10;;C08L2203/10;;C08L2205/03;;C08L2207/02;;C08L23/142;;C08F210/06;;C08K5/0083;;C08L23/08;;C08L23/16;;C08L2201/10;;C08L2203/10;;C08L2205/03;;C08L2207/02,C08L23/14;;C08F2/00;;C08F297/08,
2516,US,019-132-800-887-493,2017-11-23,US 201515534729 A,2015-12-09,POLYPROPYLENE FILMS WITH IMPROVED OPTICS AND MECHANICAL PROPERTIES,BOREALIS AG,BOREALIS AG (2017-07-07),2,8,C08J5/18;;C08J2323/14;;C08J2423/08;;C08L23/14;;C08J5/18;;B29C48/0018;;B29C48/022;;B29C48/10;;C08J2323/14;;C08J2423/08;;C08L23/14;;C08J5/18;;C08J2323/14;;C08J2423/08;;C08L23/0807;;C08L23/14;;C08J5/18;;B29C41/003;;B29C48/0018;;B29C48/022;;B29C48/10;;B29C71/04;;B29K2023/12;;B29L2007/008;;B29L2023/001;;C08J2323/14;;C08J2423/08;;C08L23/14;;C08L2203/16;;C08L2205/02,C08J5/18;;B29C41/00;;B29C48/10;;B29C71/04;;B29K23/00;;B29L7/00;;B29L23/00;;C08L23/14,
2517,EP,039-241-917-158-954,2017-05-03,EP 13706008 A,2013-02-26,POLYPROPYLENE COMPOSITION WITH IMPROVED SEALING AND THERMAL PROPERTIES,BOREALIS AG,,5,1,C08L23/12;;C08J5/18;;C08J2323/12;;C08J2323/14;;C08J2423/12;;C08J2423/14;;C08L23/142;;C08L2203/162;;C08L2205/025;;C08L2205/03;;C08L2314/06;;C08L23/10;;C08F210/06;;C08L23/10;;C08L23/12;;C08L23/14;;C08L2203/162;;C08L2205/02;;C08L2205/03;;C08L2207/04,C08L23/10,
2518,WO,056-420-284-021-797,2019-02-28,EP 2018072800 W,2018-08-23,POLYPROPYLENE COPOLYMERS WITH IMPROVED STIFFNESS AND IMPACT BEHAVIOUR,BOREALIS AG,,10,5,C08F210/06;;C08L23/142;;C08L2203/16;;C08L2207/02;;C08L2308/00;;C08F210/06;;C08L23/142;;C08L2203/16;;C08L2205/025;;C08L2207/02;;C08L2308/00,C08F210/06;;C08L23/14,
2519,EP,062-436-686-025-305,2017-06-28,EP 15201586 A,2015-12-21,PREPARATION PROCESS FOR POLYPROPYLENE WITH ENHANCED VISUAL APPEARANCE,ABU DHABI POLYMERS CO LTD (BOROUGE) LLC;;BOREALIS AG,,11,4,C08K5/0041;;C08K5/0083;;C08K5/098;;C08K5/1575;;C08K5/353;;C08K5/45,C08K5/00;;C08K5/098;;C08K5/1575;;C08K5/353;;C08K5/45,
2520,AU,068-696-837-512-194,2016-07-14,AU 2014/256451 A,2014-04-22,Two-stage process for producing polypropylene compositions,BOREALIS AG;;ABU DHABI POLYMERS CO LTD BOROUGE,,0,0,C08L23/142;;C08L2203/18;;C08L2205/025;;C08L2308/00;;C08L2314/02;;C08F2/001;;C08F4/6543;;C08F210/06;;C08L23/142;;C08L2205/025;;C08F210/06;;C08L23/142;;C08L2203/18;;C08L2205/025;;C08L2308/00;;C08L2314/02,C08F2/00;;C08L23/14,
2521,WO,111-005-115-698-902,2021-12-02,EP 2021064047 W,2021-05-26,NON-WOVEN FABRIC CONTAINING POLYPROPYLENE FIBERS,BOREALIS AG,,17,3,C08F110/06;;C08F4/65908;;C08F4/65912;;C08F4/65916;;D01F6/06;;C08F2420/07;;D04H1/4291;;C08F110/06;;C08F2420/07;;D10B2509/026;;C08F110/06;;C08L23/12;;C08L2203/12;;C08L2205/02;;D04H3/007;;D04H3/03;;D04H3/16;;D10B2321/022;;D10B2401/04,C08F110/06;;C08F4/659;;D01F6/06,
2522,CN,112-238-182-142-844,2014-03-19,CN 201280032193 A,2012-07-11,Heterophasic polypropylene with low clte and high stiffness,BOREALIS AG,,8,8,C08L23/12;;C08L23/14;;C08L2205/03;;C08L2205/24;;C08L2207/02;;C08L2308/00;;C08L23/10;;C08F210/06;;C08L23/142;;C08L2207/02,C08L23/10;;C08K5/00,
2523,KR,132-000-333-279-764,2017-07-04,KR 20177014575 A,2015-11-04,LONG-CHAIN BRANCHED POLYPROPYLENE FOR FILM APPLICATION,BOREALIS AG,,0,0,C08F10/06;;C08F110/06;;C08F210/06;;C08F255/02;;C08J5/18;;C08L23/10;;C08L2203/16;;C08J2323/10;;C08F255/04;;C08F255/02;;C08F2/38;;C08F4/6492;;C08F4/651;;C08F4/6546;;C08F8/02;;C08F8/06;;C08F10/06;;C08J5/18;;C08F2500/09;;C08F2500/11;;C08F2500/12;;C08F255/04;;C08F255/02;;C08K5/0008,C08F10/06;;C08F2/38;;C08F4/649;;C08F4/651;;C08F4/654;;C08F8/02;;C08F8/06;;C08J5/18,
2524,SA,126-405-129-288-215,2022-03-23,SA 519410833 A,2019-12-17,Polypropylene Composition for The Production of High Pressure Pipes,ABU DHABI POLYMERS CO LTD BOROUGE;;BOREALIS AG,,0,0,C08L23/14;;C08L2203/18;;C08L2207/066;;C08L23/14;;C08L2203/18;;C08L2205/02;;C08L2205/025;;C08L2205/03;;C08L2207/066;;C08L23/14;;C08F210/06;;C08L2203/18;;C08L2205/02;;C08L2205/025;;C08L2205/03;;C08L23/14;;C08L23/06;;C08L2203/18;;C08L2205/02;;C08L2205/025;;C08L2205/03;;C08L2207/066;;C08L23/14;;C08L2203/18;;C08L2205/025;;C08L2205/035;;C08L2207/066,,
2525,RU,172-863-661-400-775,2019-11-08,RU 2018104984 A,2016-07-27,LOW-EMISSION AND LOW-ODOR POLYPROPYLENE COMPOSITION,BOREALIS AG,,4,0,C08L23/12;;C08L2207/062;;C08L2308/00;;C08L23/12;;C08L23/06;;C08L23/0815;;C08L23/14;;C08L2203/00;;C08L2207/02;;C08L2207/062;;C08L2308/00,C08L23/12;;C08L23/06,
2526,WO,180-759-103-705-371,2024-09-12,EP 2024055180 W,2024-02-29,BIAXIALLY ORIENTED POLYPROPYLENE-BASED MULTILAYER FILM,BOREALIS AG,,20,0,C08J5/18;;C08L23/04;;B32B2439/70;;B32B2571/00;;B32B27/08;;B32B27/327;;B32B27/30;;B32B2270/00;;B32B2250/03;;B32B2250/24;;B32B2250/246;;B32B2250/40;;B32B7/12;;B32B2307/7376;;B32B2307/518;;B32B2307/31;;B32B2307/30;;B32B2307/408;;B32B2307/40;;B32B2307/7166;;B32B2307/54;;B32B2307/558;;B32B2307/546;;B32B7/023;;B32B7/027;;B32B2307/72,B32B7/12;;B32B7/023;;B32B7/027;;B32B27/08;;B32B27/30;;B32B27/32;;C08J5/18;;C08L23/04,
2527,EP,188-285-461-928-304,2019-04-10,EP 15202256 A,2015-12-23,LIGHT WEIGHT FIBER REINFORCED POLYPROPYLENE COMPOSITION,BOREALIS AG,,4,0,C08K7/28;;C08K7/14;;C08L23/12;;C08L23/14;;C08L23/16;;C08L51/06;;C08L2203/14;;C08L2205/20;;C08L2207/02;;C08K7/28;;C08K7/14;;C08K2201/003;;C08L23/12;;C08L23/14;;C08L23/16;;C08L51/06;;C08L2203/14;;C08L2205/02;;C08L2205/20;;C08L2207/02,C08L23/12;;C08K7/14;;C08K7/28;;C08L23/14;;C08L23/16;;C08L51/06,
2528,WO,194-460-820-000-229,2010-07-08,EP 2009067518 W,2009-12-18,ALPHA-NUCLEATED POLYPROPYLENE FOR POWER CABLE INSULATION,BOREALIS AG;;MACHL DORIS;;KLIMKE KATJA,,16,2,C08L23/14;;C08L23/142;;C08L23/16;;C08L23/18;;C08L2203/202;;C08L2205/03;;C08L2207/02;;C08L2308/00,C08L23/14;;C08L23/16;;C08L23/18,
2529,CA,195-065-342-405-307,2018-10-09,CA 3008194 A,2016-12-20,LIGHT WEIGHT FIBER REINFORCED POLYPROPYLENE COMPOSITION,BOREALIS AG,,0,0,C08K7/28;;C08K7/14;;C08L23/12;;C08L23/14;;C08L23/16;;C08L51/06;;C08L2203/14;;C08L2205/20;;C08L2207/02;;C08K7/28;;C08K7/14;;C08K2201/003;;C08L23/12;;C08L23/14;;C08L23/16;;C08L51/06;;C08L2203/14;;C08L2205/02;;C08L2205/20;;C08L2207/02,C08L23/12;;C08L23/14,
2530,WO,199-162-095-609-424,2013-10-10,EP 2013056578 W,2013-03-27,HIGH-FLOW FIBER REINFORCED POLYPROPYLENE COMPOSITION,BOREALIS AG,,34,26,C08L23/12;;C08K2201/003;;C08L2203/14;;C08L2205/025;;C08L2205/035;;C08L2205/08;;C08L2207/02;;C08L23/10;;C08L23/0815;;C08L23/16;;C08L2205/02;;C08L2205/025;;C08L23/10;;C08J9/0061;;C08L23/0815;;C08L23/16;;C08L2205/02;;C08L2205/025,C08L23/10;;C08L23/08;;C08L23/12;;C08L23/16,
2531,EP,087-041-488-297-482,2011-06-08,EP 09005247 A,2009-04-09,Polypropylene composition with high stiffness and impact strength,BOREALIS AG,,6,2,C08L23/10;;C08L2205/02,C08L23/10;;C08L23/12;;C08L23/14,
2532,EP,023-777-383-411-015,2021-12-01,EP 20701073 A,2020-01-24,FOAMABLE POLYPROPYLENE COMPOSITION WITH EXCELLENT MECHANICAL PERFORMANCE,ABU DHABI POLYMERS CO LTD BOROUGE LLC;;BOREALIS AG,BOREALIS AG (2022-03-09);;ABU DHABI POLYMERS CO. LTD (BOROUGE) LLC. (2022-03-09),0,0,C08L23/12;;C08L2203/14;;C08L2205/035;;C08L2205/24;;C08L2207/02;;C08L2310/00;;C08F210/06;;C08L23/14;;C08L23/12;;C08L23/16;;C08L23/06;;C08L23/0815;;C08K3/04;;C08K3/34;;C08J9/0061;;C08J9/08;;C08L2205/035;;C08L2207/02;;C08J2323/14,C08L23/12;;C08F210/06,
2533,US,036-026-252-738-565,2015-03-10,US 99870709 A,2009-11-18,Method for improving flowability of random polypropylene powder,LESKINEN PAULI;;TUOMINEN OLLI;;KEINÄNEN VELI-MATTI;;BOREALIS AG,BOREALIS AG (2011-05-11),11,0,C08F210/06;;C08F210/06,C08L23/10;;C08F210/06;;C08K3/22;;C08K3/26;;C08K3/34;;C08K3/36;;C08K5/101;;C08K5/13;;C08L23/16;;C08L23/18,525/53;;524/318;;524/528;;524/427;;524/433;;524/436;;524/451;;524/450
2534,US,191-812-858-806-743,2023-08-03,US 201917050038 A,2019-05-07,POLYPROPYLENE-ULTRAHIGH-MOLECULAR-WEIGHT-POLYETHYLENE COMPOSITIONS,BOREALIS AG,BOREALIS AG (2020-09-15),2,0,C08F4/65908;;C08F4/65912;;C08L23/142;;C08L2203/18;;C08L2205/025;;C08L2314/06;;C08L23/142;;C08L23/06;;C08F210/06;;C08F210/14;;C08F2/001;;C08F2/01;;C08F4/65927;;C08F4/65912;;C08F4/65908;;C08F2500/12;;C08L2203/18;;C08L2207/068;;C08L2205/025;;C08L2314/06;;C08F2/001;;C08F4/65912;;C08F4/65927;;C08F210/02;;C08F210/06;;C08F210/14;;C08L23/16;;C08L2203/18;;C08L2207/068;;C08L2314/06,C08F210/06;;C08F2/00;;C08F4/659;;C08F4/6592;;C08F210/02;;C08F210/14;;C08L23/16,
2535,US,180-953-566-719-189,2022-10-11,US 202017594555 A,2020-04-28,Soft polypropylene composition with improved optical behavior,BOREALIS AG,BOREALIS AG (2021-08-27),20,0,C08L23/142;;C08F4/65908;;C08F4/65912;;C08F4/65927;;C08F210/06;;C08L2201/10;;C08L2205/03;;C08L2207/02;;C08L2314/06;;C08L23/142;;C08L53/02;;C08L2205/025;;C08L2205/03;;C08L2207/02,C08L23/14;;C08L53/02,
2536,US,097-536-795-398-600,2014-02-06,US 201213977513 A,2012-01-02,SEALING MATERIAL OF POLYPROPYLENE WITH HIGH MELTING TEMPERATURE,REICHELT KRISTIN;;STOCKREITER WOLFGANG;;AGUAYO ARELLANO PABLO IVAN;;BOREALIS AG,BOREALIS AG (2013-07-01),0,6,C08L23/14;;C08F4/65927;;C08F210/06;;C08L23/12;;C08L23/142;;C08L2205/02;;C08L2205/03;;C09D123/12;;C09D123/14;;C09D123/142;;C08L23/14;;C08F4/65927;;C08F210/06;;C08F210/14;;C08F210/16;;C08F2500/00;;C08F2500/12;;C08L23/12;;C08L23/142;;C08L2205/02;;C08L2205/03;;C09D123/12;;C09D123/14;;C09D123/142;;C09J123/12;;C09J123/14;;C09J123/142,C08L23/14,525/53;;525/240
2537,EP,014-412-316-347-385,2022-07-27,EP 21152814 A,2021-01-21,POLYPROPYLENE COMPOSITION CONTAINING A NEW CHARGE-STABILIZING AGENT FOR ELECTRET MELT BLOWN WEBS,BOREALIS AG,,18,0,B01D39/1623;;B01D2239/0435;;B01D2239/10;;B01D2239/0622;;D01F1/10;;D01D5/0985;;D01F6/06;;B01D2239/04;;D04H3/16;;D04H1/56;;D04H3/007;;C08K5/3435;;C08K5/3435;;C08L23/12;;D01F6/06;;D01F1/10;;B01D39/1623;;D01D5/0985;;D04H3/16;;D04H1/56;;D04H3/007;;B01D2239/0435;;B01D2239/10;;B01D2239/0622;;B01D2239/04;;B01D39/1623;;B01D2239/0435;;B01D2239/0618;;B01D2239/0622;;B01D2239/10;;B01D2239/1258;;C08K5/3435;;D01F1/10;;D01F6/06;;D04H1/4291;;D04H1/56;;D04H3/16;;D06M10/00;;D06M2101/20;;D06M2200/00;;D10B2321/022;;D10B2401/00;;D10B2505/04,B01D39/16;;C08L23/12;;D01D5/098;;D01F1/10;;D01F6/00;;D01F6/06;;D04H1/56,
2538,EP,193-742-822-177-30X,2013-11-27,EP 12004042 A,2012-05-24,SOFT HETEROPHASIC POLYOLEFIN COMPOSITION HAVING LOW C6 EXTRACTABLES,BOREALIS AG,,3,4,C08L23/10;;C08K5/14;;C08L23/16;;C08L2023/42;;C08L2203/02;;C08L2207/02;;C08L2310/00;;C08L2314/02,C08L23/10,
2539,EP,197-674-852-813-315,2017-02-08,EP 10015340 A,2010-12-06,HETEROPHASIC POLYPROPYLENE WITH IMPROVED STIFFNESS AND TRANSPARENCY AND ACCEPTABLE IMPACT STRENGTH,BOREALIS AG,,1,0,C08L23/12;;C08K5/0083;;C08K5/1575;;C08K5/20;;C08L23/06;;C08L23/0815;;C08L23/10;;C08L23/142;;C08L23/16;;C08L2205/02;;C08L2205/035;;C08L2207/02;;C08L2308/00,C08L23/10;;C08F297/08,
2540,CN,002-866-409-264-061,2023-02-03,CN 202180037824 A,2021-05-26,Non-woven fabric containing polypropylene fibers,BOREALIS AG,,2,0,C08F110/06;;C08F4/65908;;C08F4/65912;;C08F4/65916;;D01F6/06;;C08F2420/07;;D04H1/4291;;C08F110/06;;C08F2420/07;;D10B2509/026;;C08F110/06;;C08L23/12;;C08L2203/12;;C08L2205/02;;D04H3/007;;D04H3/03;;D04H3/16;;D10B2321/022;;D10B2401/04,C08F110/06;;C08F4/659;;D01F6/06,
2541,MY,019-973-460-784-231,2022-06-28,MY PI2019007503 A,2018-06-26,POLYPROPYLENE COMPOSITION FOR THE PRODUCTION OF HIGH PRESSURE PIPES,ABU DHABI POLYMERS CO LTD BOROUGE;;BOREALIS AG,,0,0,C08L23/14;;C08L2203/18;;C08L2207/066;;C08L23/14;;C08L2203/18;;C08L2205/02;;C08L2205/025;;C08L2205/03;;C08L2207/066;;C08L23/14;;C08F210/06;;C08L2203/18;;C08L2205/02;;C08L2205/025;;C08L2205/03;;C08L23/14;;C08L23/06;;C08L2203/18;;C08L2205/02;;C08L2205/025;;C08L2205/03;;C08L2207/066;;C08L23/14;;C08L2203/18;;C08L2205/025;;C08L2205/035;;C08L2207/066,C08L23/14,
2542,CN,021-863-163-266-07X,2016-05-11,CN 201480052340 A,2014-09-22,Two-stage process for producing polypropylene compositions,BOREALIS AG,,6,2,C08F210/06;;B29C48/04;;C08L23/10;;C08L23/12;;C08F210/16;;B29C48/04;;B29K2023/12;;B29L2031/00;;C08F210/06;;C08J5/18;;C08J2323/16;;C08L23/10;;C08L23/12,C08L23/10;;B29C48/04;;C08F2/00;;C08L23/12,
2543,EP,024-884-334-821-966,2020-02-05,EP 16812760 A,2016-12-20,LIGHT WEIGHT FIBER REINFORCED POLYPROPYLENE COMPOSITION,BOREALIS AG,,4,0,C08K7/28;;C08K7/14;;C08L23/12;;C08L23/14;;C08L23/16;;C08L51/06;;C08L2203/14;;C08L2205/20;;C08L2207/02;;C08K7/28;;C08K7/14;;C08K2201/003;;C08L23/12;;C08L23/14;;C08L23/16;;C08L51/06;;C08L2203/14;;C08L2205/02;;C08L2205/20;;C08L2207/02,C08L23/12;;C08K7/14;;C08K7/28;;C08L23/14;;C08L23/16;;C08L51/06,
2544,EP,048-354-360-352-81X,2016-06-15,EP 14197548 A,2014-12-12,Polypropylene films with improved optics and mechanical properties,BOREALIS AG,,5,17,C08J5/18;;C08J2323/14;;C08J2423/08;;C08L23/14;;C08J5/18;;B29C48/0018;;B29C48/022;;B29C48/10;;C08J2323/14;;C08J2423/08;;C08L23/14;;C08J5/18;;C08J2323/14;;C08J2423/08;;C08L23/0807;;C08L23/14;;C08J5/18;;B29C41/003;;B29C48/0018;;B29C48/022;;B29C48/10;;B29C71/04;;B29K2023/12;;B29L2007/008;;B29L2023/001;;C08J2323/14;;C08J2423/08;;C08L23/14;;C08L2203/16;;C08L2205/02,C08J5/18;;B29C48/10;;C08L23/08;;C08L23/14,
2545,CN,118-223-118-749-226,2016-02-17,CN 201480031514 A,2014-06-10,Polypropylene with extreme broad molecular weight distribution,BOREALIS AG,,5,2,C08L23/10;;C08L23/12;;C08L2205/02;;C08L2205/025;;C08L2314/02;;C08F110/06;;C08F10/06;;C08L23/10;;C08L23/12;;C08L23/10;;C08L23/12;;C08L2205/02;;C08L2205/025;;C08L2314/02;;C08F110/06;;C08F10/06,C08L23/12;;C08L23/10,
2546,WO,136-770-533-351-210,2012-07-12,EP 2012050002 W,2012-01-02,SEALING MATERIAL OF POLYPROPYLENE WITH HIGH MELTING TEMPERATURE,BOREALIS AG;;REICHELT KRISTIN;;STOCKREITER WOLFGANG;;AGUAYO ARELLANO PABLO IVAN,,14,20,C08L23/12;;C08L23/142;;C08L2205/02;;C08L2205/03;;C09D123/12;;C09D123/14;;C09D123/142;;C08F4/65927;;C08L23/14;;C08F210/06;;C08F210/06;;C08F210/14;;C08F210/16;;C08F2500/00;;C08F2500/12;;C09J123/12;;C09J123/14;;C09J123/142;;C08L23/12;;C08L23/142;;C08L2205/02;;C08L2205/03;;C09D123/12;;C09D123/14;;C09D123/142;;C08F4/65927;;C08L23/14,C08L23/14;;C08J5/18,
2547,ZA,160-705-254-531-373,2019-02-27,ZA 201803456 A,2018-05-24,LIGHT WEIGHT FIBER REINFORCED POLYPROPYLENE COMPOSITION,BOREALIS AG,,0,0,C08K7/28;;C08K7/14;;C08L23/12;;C08L23/14;;C08L23/16;;C08L51/06;;C08L2203/14;;C08L2205/20;;C08L2207/02;;C08K7/28;;C08K7/14;;C08K2201/003;;C08L23/12;;C08L23/14;;C08L23/16;;C08L51/06;;C08L2203/14;;C08L2205/02;;C08L2205/20;;C08L2207/02,,
2548,CN,181-200-674-305-231,2015-12-16,CN 201480009255 A,2014-04-22,Two-stage process for producing polypropylene compositions,ABU DHABI POLYMERS CO LTD BOROUGE;;BOREALIS AG,,0,1,C08L23/142;;C08L2203/18;;C08L2205/025;;C08L2308/00;;C08L2314/02;;C08F2/001;;C08F4/6543;;C08F210/06;;C08L23/142;;C08L2205/025;;C08F210/06;;C08L23/142;;C08L2203/18;;C08L2205/025;;C08L2308/00;;C08L2314/02,C08F2/00;;C08L23/14,
2549,EP,196-842-544-494-985,2011-09-28,EP 10157200 A,2010-03-22,High modulus polypropylene composition for pipe applications,BOREALIS AG,,14,9,C08F110/06;;C08F210/06;;C08L23/10;;C08L23/12;;C08L23/142;;C08L2207/02;;F16L9/127,C08F210/06;;C08K3/00;;C08L23/10;;C08L23/12;;F16L9/12;;F16L9/127,
