"#",Jurisdiction,Lens ID,Publication Date,Application Number,Application Date,Title,Applicants,Owners,Cites Patent Count,Cited by Patent Count,CPC Classifications,IPCR Classifications,US Classifications
3927,US,138-687-606-204-664,2010-07-13,US 80745007 A,2007-05-29,Rejuvenating deactivated molecular sieve,EXXONMOBIL CHEM PATENTS INC,EXXONMOBIL CHEMICAL PATENTS INC (2007-05-10),6,0,B01J29/85;;B01J29/90;;B01J38/02;;C07C1/20;;C07C2529/85;;Y02P20/52;;Y02P20/584;;B01J29/85;;B01J29/90;;B01J38/02;;C07C1/20;;C07C2529/85;;Y02P20/52;;Y02P20/584,C07C1/00;;B01J21/20;;B01J38/02,585/640;;585/639;;502/20;;502/56
3928,US,145-342-125-003-925,2010-08-31,US 44283106 A,2006-05-30,Process for manufacture of silicoaluminophosphate molecular sieves,EXXONMOBIL CHEM PATENTS INC,EXXONMOBIL CHEMICAL PATENTS INC (2006-05-22),14,3,B01J29/005;;B01J29/85;;C01B37/08;;C01B39/54;;C07C1/20;;C10G2400/20;;Y02P30/20;;B01J29/005;;B01J29/85;;C01B37/08;;C01B39/54;;C07C1/20;;C10G2400/20;;Y02P30/20,C01B37/08,423/328.1;;423/327.1;;423/328.2;;423/329.1;;585/638;;585/639;;502/214
3929,US,158-327-040-439-101,2019-12-17,US 201515550700 A,2015-11-27,Olefin oligomerization in the presence of cyclopentene,EXXONMOBIL CHEMICAL PATENTS INC,EXXONMOBIL CHEMICAL PATENTS INC (2017-08-22),6,0,C07C2/12;;C07C2529/70;;C07C2/12;;B01J29/06;;B01J29/7026;;B01J29/7042;;B01J2229/32;;B01J2229/38;;C07C2/18;;C07C2527/173;;C07C2529/40;;C07C2529/65;;C07C2529/70;;C07C2/12;;B01J29/06;;B01J29/7026;;B01J29/7042;;B01J2229/32;;B01J2229/38;;C07C2/18;;C07C2527/173;;C07C2529/40;;C07C2529/65;;C07C2529/70,C07C2/12;;B01J29/70,
3930,WO,195-626-082-053-161,2003-06-12,US 0228788 W,2002-09-10,METHOD OF SYNTHESIZING MOLECULAR SIEVES,EXXONMOBIL CHEM PATENTS INC,,4,0,C10G3/49;;B01J29/06;;B01J29/83;;B01J29/85;;B01J37/0045;;C01B37/04;;C01B37/08;;C01B39/54;;C07C1/20;;C07C2529/83;;C07C2529/85;;C10G2400/20;;Y02P30/20;;Y02P30/40;;C10G3/49;;B01J29/06;;B01J29/83;;B01J29/85;;B01J37/0045;;C01B37/04;;C01B37/08;;C01B39/54;;C07C1/20;;C07C2529/83;;C07C2529/85;;C10G2400/20;;Y02P30/20;;Y02P30/40,B01J29/06;;B01J29/83;;B01J29/85;;B01J37/00;;C01B37/04;;C01B37/08;;C01B39/54;;C07C1/20;;C08F2/00;;C10G3/00,
3931,US,123-059-812-471-956,2017-08-17,US 201615233481 A,2016-08-10,Cyclic Olefin Copolymers and Methods of Making Them,EXXONMOBIL CHEMICAL PATENTS INC,EXXONMOBIL CHEMICAL PATENTS INC (2016-09-12),3,29,C08F232/08;;C08L23/04;;C08F4/65908;;C08F4/65912;;C08F232/08;;C08F4/65908;;C08F4/65912;;C08F4/65927;;C08F210/02;;C08F210/14;;C08F2420/04;;C08F2500/09;;C08F2500/11;;C08F2500/21;;C08F2500/25;;C08L23/04;;C08L23/0823;;C08L45/00,C08F232/08;;C08L45/00,
3932,US,058-618-250-350-898,2018-11-13,US 201715472981 A,2017-03-29,Polyethylene compositions,EXXONMOBIL CHEMICAL PATENTS INC,EXXONMOBIL CHEMICAL PATENTS INC (2017-03-31),49,0,C08L23/0815;;C08J5/18;;C08J2323/08;;C08J2423/20;;C08J2423/24;;C08L2203/16;;C08L23/0815;;C08J5/18;;C08J2323/08;;C08J2423/20;;C08J2423/24;;C08L2203/16,C08L23/00;;C08J5/18;;C08L23/08,
3933,US,064-975-577-699-63X,2016-12-22,US 201615251454 A,2016-08-30,"Molecular Sieve Material, Its Synthesis and Use",EXXONMOBIL CHEMICAL PATENTS INC,EXXONMOBIL CHEMICAL PATENTS INC (2016-09-01),12,7,C01B39/48;;C01B37/007;;C01B37/02;;C01B39/08;;C10G11/05;;C10G47/04;;C10G47/16;;C01B39/48;;C01B37/02;;C01B39/48;;B01J29/70;;B01J37/0018;;C01B37/007;;C01B37/02;;C01B39/08;;C01P2002/72;;C07C2/00;;C07C4/06;;C07C5/222;;C07C6/00;;C07C2529/70;;C10G11/05;;C10G47/04;;C10G47/16,C01B39/48;;B01J29/70;;B01J37/00;;C07C2/00;;C07C4/06;;C07C5/22;;C07C6/00;;C10G11/05;;C10G47/04,
3934,US,087-657-158-835-087,2020-08-04,US 201815937639 A,2018-03-27,Linear ethylene cyclic olefin polymers,EXXONMOBIL CHEMICAL PATENTS INC,EXXONMOBIL CHEMICAL PATENTS INC (2018-03-30),14,1,C08F210/18;;C08F4/65908;;C08F210/18;;C08F4/65908;;C08F210/02,C08F210/18;;C08F4/659;;C08F4/6592;;C08F210/02,
3935,US,097-297-517-922-462,2018-05-29,US 201615233481 A,2016-08-10,Cyclic olefin copolymers and methods of making them,EXXONMOBIL CHEMICAL PATENTS INC,EXXONMOBIL CHEMICAL PATENTS INC (2016-09-12),25,6,C08F232/08;;C08L23/04;;C08F4/65908;;C08F4/65912;;C08F232/08;;C08F4/65908;;C08F4/65912;;C08F4/65927;;C08F210/02;;C08F210/14;;C08F2420/04;;C08F2500/09;;C08F2500/11;;C08F2500/21;;C08F2500/25;;C08L23/04;;C08L23/0823;;C08L45/00,C08L23/08;;C08F4/6592;;C08F210/02;;C08F210/14;;C08F232/08;;C08L45/00,
3936,US,138-652-539-130-406,2006-09-12,US 73170803 A,2003-12-09,On-line measurement and control of polymer product properties by Raman spectroscopy,EXXONMOBIL CHEM PATENTS INC,EXXONMOBIL CHEMICAL PATENTS INC (2003-12-03),64,14,B01J8/20;;B01J8/1809;;B01J19/2435;;C08F110/02;;C08F2400/02;;B01J8/20;;B01J8/1809;;B01J19/2435;;C08F110/02;;C08F2400/02,G01J3/44;;C08F2/00;;C08F2/12;;C08F110/02;;G01N21/65,356/301
3937,US,038-336-758-079-161,2017-04-04,US 201414248671 A,2014-04-09,Process of producing polyolefins using metallocene polymerization catalysts and copolymers therefrom,EXXONMOBIL CHEMICAL PATENTS INC,EXXONMOBIL CHEMICAL PATENTS INC (2014-04-28),30,2,C08F210/16;;C08F4/65908;;C08F4/65912;;C08F2420/02;;C08F210/16;;C08F4/65908;;C08F4/65912;;C08F4/6592;;C08F4/65927;;C08F2420/02,C08F4/6592;;C07F17/00;;C08F4/659;;C08F210/16,
3938,WO,038-474-750-126-424,2017-04-06,US 2016/0047885 W,2016-08-19,POLYMERIZATION PROCESS USING BIS PHENOLATE COMPOUNDS SUPPORTED ON ORGANOALUMINUM TREATED LAYERED SILICATE SUPPORTS,EXXONMOBIL CHEMICAL PATENTS INC,,5,0,C08F210/16;;C08F4/659;;C08F4/65912;;C08F4/65916,C08F4/659;;C08F4/62;;C08F4/622;;C08F4/642;;C08F4/6592;;C08F10/02,
3939,WO,055-528-749-682-877,2022-11-10,EP 2022061862 W,2022-05-03,FUNCTIONALIZATION OF LIGHTLY BRANCHED OLEFIN OLIGOMERS,EXXONMOBIL CHEMICAL PATENTS INC;;LI CHUNZHAO;;LI SHIWEN;;CUTLER JOSHUA;;GALUSKA ALAN,,34,0,C07C29/141;;C07C45/50;;C07C2/12;;C07C2529/70;;C07C303/24;;B01J29/7096;;B01J29/7692;;B01J29/7046;;B01J2229/36;;B01J2229/37;;B01J35/40;;B01J23/75;;B01J29/7046;;B01J2229/30;;C07C2/12;;C07C29/141;;C07C303/24;;C07C2523/75;;C07C2529/70,C07C2/12;;B01J29/70;;B01J29/76;;B01J35/00;;C07C11/02;;C07C29/141;;C07C31/125;;C07C45/50;;C07C47/02;;C07C303/24;;C07C305/06,
3940,US,074-587-536-636-542,2010-07-27,US 30299805 A,2005-12-14,Heteroatom bridged metallocene compounds for olefin polymerization,EXXONMOBIL CHEM PATENTS INC,EXXONMOBIL CHEMICAL PATENTS INC (2006-02-15),45,9,B01J31/2295;;B01J2231/12;;B01J2531/48;;C07F17/00;;C08F110/02;;C08F210/16;;C08F4/65912;;C08F10/06;;C08F2420/06;;Y10S526/943;;C08F2420/08;;C07F17/00;;C08F110/02;;C08F210/16;;B01J2231/12;;B01J31/2295;;B01J2531/48;;C08F10/06;;C08F4/65912;;C08F2420/06;;Y10S526/943,C08F4/64;;B01J31/22;;C07F17/00;;C08F4/6392;;C08F4/6592,502/155;;502/103;;502/152;;526/160;;526/161;;526/165;;526/172;;526/943;;556/1;;556/53
3941,WO,032-551-745-779-322,2006-06-22,US 2005/0045056 W,2005-12-14,HETEROATOM BRIDGED METALLOCENE COMPOUNDS FOR OLEFIN POLYMERIZATION,EXXONMOBIL CHEM PATENTS INC;;VOSKOBOYNIKOV ALEXANDER Z;;IZMER VYATCHESLAV V;;ASACHENKO ANDREI F;;NIKULIN MIKHAIL V;;RYABOV ALEXEY N;;LEBEDEV ARTYOM Y;;COKER CATALINA L;;CANICH JO ANN M,,0,16,C07F17/00;;C08F4/65912;;C08F10/00;;C08F210/16;;C08F2420/08;;Y10S526/941;;Y10S526/943;;C07F17/00;;C08F4/65908;;C08F4/65912;;C08F4/6592;;C08F10/00;;C08F210/16;;Y10S526/941;;Y10S526/943,C08F10/00;;C07F17/00;;C08F4/64,
3942,WO,069-352-742-935-60X,2014-10-16,US 2014/0033457 W,2014-04-09,PROCESS OF PRODUCING POLYOLEFINS USING METALLOCENE POLYMERIZATION CATALYSTS AND COPOLYMERS THEREFROM,EXXONMOBIL CHEM PATENTS INC,,5,9,C08F210/16;;C08F4/65908;;C08F4/65912;;C08F2420/02;;C08F210/16;;C08F4/65908;;C08F4/65912;;C08F4/6592;;C08F4/65927;;C08F2420/02,C08F4/6592;;C08F10/00,
3943,US,092-796-531-243-524,2017-03-30,US 201615239036 A,2016-08-17,Polymerization Process Using Pyridyldiamido Compounds Supported on Organoaluminum Treated Layered Silicate Supports,EXXONMOBIL CHEMICAL PATENTS INC,EXXONMOBIL CHEMICAL PATENTS INC (2016-08-18),8,14,C08F10/02;;C08F2410/06;;C08F10/02;;C08F4/64;;C08F4/64148;;C08L23/06,C08F10/02,
3944,US,193-381-015-926-406,2017-04-06,US 201615242337 A,2016-08-19,Polymerization Process Using Bis Phenolate Compounds Supported on Organoaluminum Treated Layered Silicate Supports,EXXONMOBIL CHEMICAL PATENTS INC,EXXONMOBIL CHEMICAL PATENTS INC (2016-08-23),4,14,C08F210/16;;C08F4/65912;;C08F4/65916;;C08F110/02;;C08F210/16;;C08F4/60189;;C08F4/64;;C08F4/64189;;C08F4/65912;;C08F4/65916;;C08F110/02,C08F210/16,
3945,US,090-915-710-670-739,2014-10-23,US 201414248671 A,2014-04-09,Process of Producing Polyolefins Using Metallocene Polymerization Catalysts and Copolymers Therefrom,EXXONMOBIL CHEM PATENTS INC,EXXONMOBIL CHEMICAL PATENTS INC (2014-04-28),1,11,C08F210/16;;C08F4/65908;;C08F4/65912;;C08F2420/02;;C08F210/16;;C08F4/65908;;C08F4/65912;;C08F4/6592;;C08F4/65927;;C08F2420/02,C08F210/16,526/126;;556/11;;526/348.2;;502/152
3946,WO,025-946-752-138-913,2022-11-10,EP 2022061861 W,2022-05-03,FUNCTIONALIZATION OF LIGHTLY BRANCHED OLEFIN OLIGOMERS,EXXONMOBIL CHEMICAL PATENTS INC;;VARGA ZSIGMOND;;LI SHIWEN;;BOROWIEC ANITA;;REINE TRAVIS,,32,0,C07C2/12;;C07C2529/70;;C07C45/50;;C07C29/141;;B01J29/7096;;B01J2229/37;;B01J2229/36;;B01J2229/18;;B01J2229/42;;B01J29/7046;;B01J29/7042;;B01J29/7092;;B01J29/7042;;B01J29/7046;;B01J29/7096;;B01J29/7676;;B01J29/7692;;B01J2229/18;;B01J2229/36;;B01J2229/37;;C07C29/141,C07C45/50;;B01J29/70;;C07C2/12;;C07C29/141;;C07C31/125;;C07C47/02,
3947,US,059-756-931-703-523,2024-07-11,US 202218558339 A,2022-05-03,Functionalization of Lightly Branched Olefin Oligomers,EXXONMOBIL CHEMICAL PATENTS INC,,0,0,C07C29/141;;C07C45/50;;C07C2/12;;C07C2529/70;;C07C303/24;;B01J29/7096;;B01J29/7692;;B01J29/7046;;B01J2229/36;;B01J2229/37;;B01J35/40;;B01J23/75;;B01J29/7046;;B01J2229/30;;C07C2/12;;C07C29/141;;C07C303/24;;C07C2523/75;;C07C2529/70,C07C29/141;;B01J23/75;;B01J29/70;;B01J35/00;;C07C2/12;;C07C303/24,
3948,WO,078-280-506-213-759,2017-03-30,US 2016/0047276 W,2016-08-17,POLYMERIZATION PROCESS USING PYRIDYLDIAMIDO COMPOUNDS SUPPORTED ON ORGANOALUMINUM TREATED LAYERED SILICATE SUPPORTS,EXXONMOBIL CHEMICAL PATENTS INC,,59,1,C08F4/025,C08F4/64;;C08F2/34;;C08F2/38;;C08F4/643;;C08F4/659;;C08F10/02,
3949,US,036-233-450-727-121,2010-05-11,US 40221109 A,2009-03-11,Tire innerliners having improved cold temperature properties,EXXONMOBIL CHEM PATENTS INC,EXXONMOBIL CHEMICAL PATENTS INC (2009-04-01),46,1,C08K5/01;;C08K3/013;;C08L7/00;;C08L23/20;;C08L23/22;;C08L23/283;;C08L61/00;;C08L2312/04;;C08K5/01;;C08K3/013;;C08L7/00;;C08L23/20;;C08L23/22;;C08L23/283;;C08L61/00;;C08L2312/04,B29C47/00,524/13;;524/52
3950,US,053-993-206-055-27X,2012-08-21,US 78939107 A,2007-04-24,"Linear polymers, polymer blends, and articles made therefrom",BEST STEVEN A;;BOSSAERT BERNARD L;;COOKE RONALD N;;GERMAN PAUL M;;GRAHAM BLAIR A;;MOTA CARLOS A;;SCHRAM CALVIN K;;TRUDELL BARRY C;;EXXONMOBIL CHEM PATENTS INC,EXXONMOBIL CHEMICAL PATENTS INC (2007-04-18),50,46,B32B27/32;;C08F10/00;;C08J5/18;;C08J2323/08;;C08L23/06;;C08L23/0815;;B32B27/32;;C08F10/00;;C08J5/18;;C08J2323/08;;C08L23/06;;C08L23/0815,B32B27/32;;C08F210/02;;C08J5/18;;C08L23/06,428/220;;264/310;;264/328.1;;264/510;;264/555;;524/570;;525/240;;526/348
3951,WO,134-212-359-445-000,2023-02-16,US 2022/0037683 W,2022-07-20,PROCESSES FOR DEHYDROGENATING ALKANES AND ALKYL AROMATIC HYDROCARBONS,EXXONMOBIL CHEMICAL PATENTS INC,,26,2,C07C2521/10;;C07C2521/04;;C07C2523/58;;C07C2523/62;;C07C2523/14;;C07C5/3332;;C07C5/3337;;C07C5/333;;B01J23/60;;B01J37/0045;;B01J37/0201;;B01J23/007;;B01J23/96;;C07C5/333;;C07C5/3332;;C07C5/3337;;C07C11/02;;C07C11/06;;B01J23/626;;B01J37/0045;;B01J37/0201;;B01J23/007;;B01J23/96;;B01J21/04;;B01J21/10;;C07C2523/62;;C07C2521/10;;C07C2521/04;;Y02P20/584;;C07C5/325;;C07C2523/42;;C07C2523/50;;C07C2523/52;;C07C2523/62;;C07C2523/89,C07C5/333;;C07C11/02;;C07C11/06,
3952,US,136-007-631-480-957,2021-03-18,US 202016998251 A,2020-08-20,Processes and Apparatus for Bimodal Slurry Polymerization,EXXONMOBIL CHEMICAL PATENTS INC,,0,1,C08F10/02;;B01D5/0003;;B01J4/008;;B01J8/0015;;B01J8/0035;;B01J8/004;;B01J8/005;;B01J19/242;;B01J2204/005;;B01J2208/00628;;B01J2208/00663;;B01J2208/00761;;B01J2208/00769;;B01J2219/0004;;B01J2219/00042;;B01J2231/12;;C08F6/02;;C08F6/10;;C08F10/00;;C08F110/02;;C08F210/16;;C08F2/01;;B01J4/008;;B01J8/0015;;B01J8/0035;;B01J8/004;;B01J8/005;;B01J2204/005;;B01J2208/00628;;B01J2208/00663;;B01J2208/00761;;B01J2208/00769;;B01J2219/0004;;B01J2231/12;;C08F2/14;;C08F2/38;;C08F10/00;;C08F10/02;;C08F110/02;;C08F2/01;;B01D5/0003;;B01J8/0015;;B01J8/005;;B01J19/242;;B01J2219/0004;;B01J2219/00042;;C08F2/06;;C08F6/02;;C08F6/10;;C08F110/02;;C08F210/16,C08F2/01;;B01D5/00;;B01J8/00;;B01J19/24;;C08F2/06;;C08F6/02;;C08F6/10;;C08F110/02;;C08F210/16,
3953,US,143-958-081-429-790,2021-09-14,US 202016998251 A,2020-08-20,Processes and apparatus for bimodal slurry polymerization,EXXONMOBIL CHEMICAL PATENTS INC,,15,0,C08F10/02;;B01D5/0003;;B01J4/008;;B01J8/0015;;B01J8/0035;;B01J8/004;;B01J8/005;;B01J19/242;;B01J2204/005;;B01J2208/00628;;B01J2208/00663;;B01J2208/00761;;B01J2208/00769;;B01J2219/0004;;B01J2219/00042;;B01J2231/12;;C08F6/02;;C08F6/10;;C08F10/00;;C08F110/02;;C08F210/16;;C08F2/01;;B01J4/008;;B01J8/0015;;B01J8/0035;;B01J8/004;;B01J8/005;;B01J2204/005;;B01J2208/00628;;B01J2208/00663;;B01J2208/00761;;B01J2208/00769;;B01J2219/0004;;B01J2231/12;;C08F2/14;;C08F2/38;;C08F10/00;;C08F10/02;;C08F110/02;;C08F2/01;;B01D5/0003;;B01J8/0015;;B01J8/005;;B01J19/242;;B01J2219/0004;;B01J2219/00042;;C08F2/06;;C08F6/02;;C08F6/10;;C08F110/02;;C08F210/16,C08F2/01;;B01D5/00;;B01J8/00;;B01J19/24;;C08F2/06;;C08F6/02;;C08F6/10;;C08F110/02;;C08F210/16,
3954,US,023-446-347-527-698,2018-03-29,US 201615564572 A,2016-03-10,Supported Catalyst Systems and Processes for Use Thereof,EXXONMOBIL CHEMICAL PATENTS INC,EXXONMOBIL CHEMICAL PATENTS INC (2017-10-10),3,0,C08F210/16;;C08F4/659;;C08F4/65912;;C08F4/65916;;C08F2410/06;;C08F2410/07;;C08F4/64148;;C07F7/003;;C08F4/60148;;C08F4/642;;C08F4/659;;C08F4/65912;;C08F4/65916;;C08F10/02;;C08F210/14;;C08F210/16;;C08F2500/01;;C08F2500/08;;C08F2500/18,C08F4/64;;C08F4/60;;C08F4/642;;C08F4/659;;C08F10/02;;C08F210/14;;C08F210/16,
3955,US,100-649-984-034-512,2018-08-21,US 201615000375 A,2016-01-19,Optimizing an alkylation olefins source,EXXONMOBIL CHEMICAL PATENTS INC,EXXONMOBIL CHEMICAL PATENTS INC (2016-01-21),4,0,G06Q30/0206;;C07C2/62;;C10G29/205;;C10G2300/1081;;C10G2300/1092;;C10G2300/201;;C07C2/58;;B01J19/245;;B01J2219/00002;;B01J2219/00049;;B01J2219/24;;C07C2/62;;C10G29/205;;C10G2300/1081;;C10G2300/1092;;C10G2300/201;;G06Q30/0206,C07C2/62;;B01J19/24;;C07C2/58;;C10G29/20;;G06Q30/02,
3956,EP,106-451-798-035-807,2006-05-24,EP 00972306 A,2000-10-20,CARBENIUM CATIONIC COMPLEXES SUITABLE FOR POLYMERIZATION CATALYSTS,EXXONMOBIL CHEM PATENTS INC,EXXONMOBIL CHEMICAL PATENTS INC. (2003-06-18),1,0,C07F7/0805;;C07F5/022;;C08F210/16;;Y02P20/54;;C07F7/08,C07F5/02;;C07F7/08;;C07F7/00;;C08F4/643;;C08F4/6592;;C08F10/00;;C08F210/16,
3957,WO,146-382-105-665-924,2010-09-16,US 2010/0020211 W,2010-01-06,TIRE INNERLINERS HAVING IMPROVED COLD TEMPERATURE PROPERTIES,EXXONMOBIL CHEM PATENTS INC;;TRACEY DONALD S;;TSOU ANDY H;;CHAPMAN BRYAN R;;HARRINGTON BRUCE A;;DUNAWAY DAVID B,,7,3,C08L23/283;;B60C1/0008;;C08K3/013;;C08K5/01;;C08L9/00;;C08L21/00;;C08L23/02;;C08L23/16;;C08L23/22,C08L23/22;;B60C1/00;;C08K5/01;;C08L7/00,
3958,US,044-263-571-731-124,2020-05-12,US 201615564572 A,2016-03-10,Supported catalyst systems and processes for use thereof,EXXONMOBIL CHEMICAL PATENTS INC,EXXONMOBIL CHEMICAL PATENTS INC (2017-10-10),18,0,C08F210/16;;C08F4/659;;C08F4/65912;;C08F4/65916;;C08F2410/06;;C08F2410/07;;C08F4/64148;;C07F7/003;;C08F4/60148;;C08F4/642;;C08F4/659;;C08F4/65912;;C08F4/65916;;C08F10/02;;C08F210/14;;C08F210/16;;C08F2500/01;;C08F2500/08;;C08F2500/18,C08F4/64;;C07F7/00;;C08F4/60;;C08F4/642;;C08F4/659;;C08F10/02;;C08F210/14;;C08F210/16,
3959,US,055-570-048-989-314,2022-08-04,US 202217578041 A,2022-01-18,Processes for Converting Alkyne to Olefin,EXXONMOBIL CHEMICAL PATENTS INC,,3,0,C07C5/09;;C07C2523/44;;B01J23/44;;C07C5/09;;C07C2523/44;;B01J23/44,C07C5/09;;B01J23/44,
3960,US,142-497-136-200-569,2022-09-01,US 202017627842 A,2020-07-30,Processes and Systems for Upgrading a Hydrocarbon-Containing Feed,EXXONMOBIL CHEMICAL PATENTS INC,,7,0,C10G9/32;;C10G9/38;;C10G9/32;;C10G9/38;;C10G2300/107;;C10G2300/1077;;C10G2300/4081;;C10G2300/80;;C10G2400/20,C10G9/32;;C10G9/38,
3961,US,031-228-314-766-70X,2006-07-25,US 28591702 A,2002-11-01,Aromatics conversion with ITQ-13,EXXONMOBIL CHEM PATENTS INC,EXXONMOBIL CHEMICAL PATENTS INC (2002-10-23),6,11,C07C5/2737;;B01J29/40;;B01J29/70;;C07C2/864;;C07C5/2775;;C07C2529/70;;Y02P20/52;;C07C5/27;;C07C2/86;;C07C5/2737;;B01J29/40;;B01J29/70;;C07C2/864;;C07C5/2775;;C07C2529/70;;Y02P20/52,C07C2/68;;C07C2/86;;C07C4/12;;C07C5/22;;C07C5/27,585/467;;585/475;;585/481;;585/489
3962,WO,123-086-165-222-024,2004-03-18,US 0325731 W,2003-08-18,SHRINK FILM,EXXONMOBIL CHEM PATENTS INC;;OHLSSON STEFAN BERTIL,,5,34,C08J5/18;;B31B70/8132;;B65B53/00;;C08J2323/04;;C08L23/04;;C08L23/06;;C08L23/08;;C08L23/0815;;C08L2205/02;;C08L2314/06;;Y10T428/1328;;Y10T428/1331;;Y10T428/1393;;Y10T428/2495;;Y10T428/264;;Y10T428/31692;;Y10T428/3175;;Y10T428/31855;;Y10T428/3188;;Y10T428/31909;;Y10T428/3192;;Y10T428/31938;;C08J5/18;;B31B70/8132;;B65B53/00;;C08J2323/04;;C08L23/04;;C08L23/06;;C08L23/08;;C08L23/0815;;C08L2205/02;;C08L2314/06;;Y10T428/1328;;Y10T428/1331;;Y10T428/1393;;Y10T428/2495;;Y10T428/264;;Y10T428/31692;;Y10T428/3175;;Y10T428/31855;;Y10T428/3188;;Y10T428/31909;;Y10T428/3192;;Y10T428/31938,B31B19/90;;B65B53/00;;C08J5/18;;C08L23/04;;C08L23/06;;C08L23/08,
3963,WO,141-266-536-937-24X,2021-02-11,US 2020/0044137 W,2020-07-30,PROCESSES AND SYSTEMS FOR UPGRADING A HYDROCARBON-CONTAINING FEED,EXXONMOBIL CHEMICAL PATENTS INC,,16,0,C10G9/32;;C10G9/38;;C10G9/32;;C10G9/38;;C10G2300/107;;C10G2300/1077;;C10G2300/4081;;C10G2300/80;;C10G2400/20,C10G9/32;;C10G9/38,
3964,US,064-950-317-051-57X,2024-05-14,US 202217578041 A,2022-01-18,Processes for converting alkyne to olefin,EXXONMOBIL CHEMICAL PATENTS INC,,3,0,C07C5/09;;C07C2523/44;;B01J23/44;;C07C5/09;;C07C2523/44;;B01J23/44,C07C5/09;;B01J23/44,
3965,WO,195-772-279-591-911,2021-03-18,US 2020/0047130 W,2020-08-20,PROCESSES AND APPARATUS FOR BIMODAL SLURRY POLYMERIZATION,EXXONMOBIL CHEMICAL PATENTS INC,,23,0,C08F10/02;;B01D5/0003;;B01J4/008;;B01J8/0015;;B01J8/0035;;B01J8/004;;B01J8/005;;B01J19/242;;B01J2204/005;;B01J2208/00628;;B01J2208/00663;;B01J2208/00761;;B01J2208/00769;;B01J2219/0004;;B01J2219/00042;;B01J2231/12;;C08F6/02;;C08F6/10;;C08F10/00;;C08F110/02;;C08F210/16;;C08F2/01;;B01J4/008;;B01J8/0015;;B01J8/0035;;B01J8/004;;B01J8/005;;B01J2204/005;;B01J2208/00628;;B01J2208/00663;;B01J2208/00761;;B01J2208/00769;;B01J2219/0004;;B01J2231/12;;C08F2/14;;C08F2/38;;C08F10/00;;C08F10/02;;C08F110/02;;C08F2/01;;B01D5/0003;;B01J8/0015;;B01J8/005;;B01J19/242;;B01J2219/0004;;B01J2219/00042;;C08F2/06;;C08F6/02;;C08F6/10;;C08F110/02;;C08F210/16,C08F2/01;;B01J3/03;;B01J4/00;;B01J8/00;;B01J8/08;;C08F2/14;;C08F2/38;;C08F10/00;;C08F110/02,
3966,US,041-408-152-076-853,2018-11-15,US 201816041494 A,2018-07-20,Optimizing An Alkylation Olefins Source,EXXONMOBIL CHEMICAL PATENTS INC,EXXONMOBIL CHEMICAL PATENTS INC (2016-01-21),0,3,G06Q30/0206;;C07C2/62;;C10G29/205;;C10G2300/1081;;C10G2300/1092;;C10G2300/201;;C07C2/58;;B01J19/245;;B01J2219/00002;;B01J2219/00049;;B01J2219/24;;C07C2/62;;C10G29/205;;C10G2300/1081;;C10G2300/1092;;C10G2300/201;;G06Q30/0206,C07C2/58;;B01J19/24;;C07C2/62;;C07C9/16;;C10G29/20;;G06Q30/02,
3967,WO,108-229-058-968-113,2015-08-06,US 2014/0065768 W,2014-11-14,METHOD OF PREPARING AN ANNULAR COMPONENT USEFUL AS AN AIR BARRIER AND AIR BARRIER,EXXONMOBIL CHEM PATENTS INC,,8,0,B29D30/44;;B29C48/0019;;B29C48/022;;B29C48/08;;B29D30/0681;;B29D30/3007;;B29D2030/0682;;B29D2030/4437;;B29D2030/445;;B29D30/3007;;B29D30/0681;;B29D30/44;;B29D2030/0682;;B29D2030/445;;B29D30/44;;B29C48/0019;;B29C48/022;;B29C48/08;;B29C65/02;;B29C66/022;;B29C66/0242;;B29C66/1122;;B29C66/73186;;B29D30/0681;;B29D30/3007;;B29D2030/0682;;B29D2030/4437;;B29D2030/445,B29D30/30;;B29C48/08;;B29D30/06;;B29D30/44,
3968,US,154-273-669-258-475,2008-12-02,US 48430606 A,2006-07-11,Making a methanol product in a slurry bubble reactor,EXXONMOBIL CHEM PATENTS INC,EXXONMOBIL CHEMICAL PATENTS INC (2006-06-30),8,1,C07C29/1512;;C07C29/152;;Y02P20/50;;C07C29/1512;;C07C29/152,C07C27/00,518/705;;518/712;;518/726;;518/725;;568/700
3969,EP,171-521-488-181-786,2005-08-10,EP 01925120 A,2001-03-08,PROCESS TO CONTROL CONVERSION OF C4+ AND HEAVIER STREAM TO LIGHTER PRODUCTS IN OXYGENATE CONVERSION REACTIONS,EXXONMOBIL CHEM PATENTS INC,,6,0,C07C11/02;;B01J29/04;;B01J29/85;;B01J29/90;;B01J38/12;;C07C1/20;;C07C2529/85;;C10G3/49;;C10G3/57;;C10G3/62;;C10G2300/1088;;C10G2300/4093;;C10G2300/708;;C10G2400/20;;Y02P20/584;;Y02P30/20;;Y02P30/40;;C07C11/02;;B01J29/04;;B01J29/85;;B01J29/90;;B01J38/12;;C07C1/20;;C07C2529/85;;C10G3/49;;C10G3/57;;C10G3/62;;C10G2300/1088;;C10G2300/4093;;C10G2300/708;;C10G2400/20;;Y02P20/584;;Y02P30/20;;Y02P30/40,B01J29/04;;B01J29/85;;B01J29/90;;B01J38/12;;C07C1/20;;C07C11/02;;C10G3/00,
