"#",Jurisdiction,Lens ID,Publication Date,Application Number,Application Date,Title,Applicants,Owners,Cites Patent Count,Cited by Patent Count,CPC Classifications,IPCR Classifications,US Classifications
3970,WO,069-060-421-579-208,2006-03-02,US 2005/0023411 W,2005-06-30,CONVERSION OF OXYGENATES TO OLEFINS,EXXONMOBIL CHEM PATENTS INC;;FUNG SHUN C;;LEVIN DORON;;SANTIESTEBAN JOSE;;COUTE NICOLAS P,,2,2,C10G3/62;;C10G3/42;;C10G3/48;;C10G3/49;;C10G3/55;;C10G2300/708;;C10G2400/20;;Y02P30/20;;Y02P30/40;;C10G3/62;;C10G3/42;;C10G3/48;;C10G3/49;;C10G3/55;;C10G2300/708;;C10G2400/20;;Y02P30/20;;Y02P30/40,C10G3/00,
3971,WO,112-614-744-847-00X,2009-04-09,US 2008/0071940 W,2008-08-01,"OLEFIN POLYMERIZATION CATALYSTS, THEIR SYNTHESIS AND USE",EXXONMOBIL CHEM PATENTS INC;;PEREZ CELESTINO M;;CROWTHER DONNA J,,2,1,C08F10/00;;C08F110/02,C08F10/00;;C08F4/70,
3972,WO,119-370-951-620-509,2002-02-07,US 0120941 W,2001-07-02,OXYGENATE CONVERSION PROCESS,EXXONMOBIL CHEM PATENTS INC,,1,10,C07C1/20;;C07C2529/85;;Y02P30/20;;Y02P30/40;;C07C1/20;;C07C2529/85;;Y02P30/20;;Y02P30/40,C07C1/20,
3973,US,122-967-465-639-36X,2020-10-13,US 201715846361 A,2017-12-19,Aliphatic/aromatic olefin block copolymers,EXXONMOBIL CHEMICAL PATENTS INC,EXXONMOBIL CHEMICAL PATENTS INC (2018-01-19),10,0,C08F297/00;;B32B7/12;;B32B25/042;;B32B25/08;;B32B25/14;;B32B25/16;;B32B27/08;;B32B27/20;;B32B27/302;;B32B27/306;;B32B27/32;;B32B27/325;;B32B2270/00;;B32B2307/30;;B32B2307/50;;B32B2307/51;;B32B2405/00;;B32B2597/00;;C08L53/00;;C08L2205/025;;C09J153/00;;C08F297/00;;B32B27/325;;C08L53/00;;C08L2205/025;;C09J153/00,C08F297/00;;B32B27/32;;C08L53/00;;C09J153/00,
3974,US,165-940-530-336-059,2005-03-22,US 2073201 A,2001-10-30,Heat recovery in an olefin production process,EXXONMOBIL CHEM PATENTS INC,EXXONMOBIL CHEMICAL PATENTS INC (2001-10-26),13,26,C07C1/20;;C07C2529/85;;Y02P30/20;;Y02P30/40;;Y10S585/91;;Y10S585/911;;C07C1/20;;C07C2529/85;;Y02P30/20;;Y02P30/40;;Y10S585/91;;Y10S585/911,C07C1/20,585/639;;585/634;;585/640;;585/910;;585/911;;208/161
3975,WO,126-996-362-848-810,2015-12-03,US 2015/0030838 W,2015-05-14,CYCLIC-DIENE ADDITIVES IN POLYETHYLENE FILMS AND ENHANCED FILM ORIENTATION BALANCE IN PRODUCTION THEREOF,EXXONMOBIL CHEM PATENTS INC,,5,3,B29L2007/00;;B29C55/28;;B29K2995/0063;;B29K2023/06;;B29K2023/38;;B29K2105/0088;;B29C48/10;;B29C48/89;;B29C48/912;;B29C48/885;;B29C48/10;;B29L2007/00;;B29C55/28;;B29K2995/0063;;B29K2023/06;;B29K2023/38;;B29K2105/0088;;B29C48/885;;B29C48/912;;B29C48/89;;B29K2105/0085;;B29K2995/0077;;C08J5/18;;C08J9/00;;C08J2323/08;;C08J2423/08,C08J5/18;;B29C48/10;;C08L23/06;;C08L55/04,
3976,EP,137-381-970-141-34X,2002-04-17,EP 96921807 A,1996-06-28,"METHOD FOR PRODUCING PREPOLYMERIZED, SUPPORTED METALLOCENE CATALYST SYSTEMS",EXXONMOBIL CHEM PATENTS INC;;HOECHST AG,EXXONMOBIL CHEMICAL PATENTS INC. (2001-05-30);;HOECHST AKTIENGESELLSCHAFT (2001-05-30),4,0,C08F10/00;;C08F4/61912;;C08F4/61916;;C08F4/61927;;C08F4/65912;;C08F4/65916;;C08F4/65927;;Y10S526/904;;Y10S526/943;;C08F10/00;;C08F4/642;;C08F10/00;;C08F4/61912;;C08F4/61916;;C08F4/61927;;C08F4/65912;;C08F4/65916;;C08F4/65927;;Y10S526/904;;Y10S526/943,C08F4/619;;C08F4/6192;;C08F4/642;;C08F4/656;;C08F4/659;;C08F4/6592;;C08F10/00,
3977,WO,045-152-086-420-773,2015-01-22,US 2014/0045542 W,2014-07-07,ETHYLENE-PROPYLENE COPOLYMERIC COMPOSITIONS WITH LONG METHYLENE SEQUENCE LENGTHS,EXXONMOBIL CHEM PATENTS INC,,5,13,C08F4/65908;;C08F4/00;;C08F255/04,C08F255/04;;C08F4/64;;C08F210/16,
3978,WO,020-009-010-865-953,2004-05-21,US 0332969 W,2003-10-17,AROMATICS CONVERSION WITH ITQ-13,EXXONMOBIL CHEM PATENTS INC;;BUCHANAN JOHN S;;DAKKA JIHAD;;FENG XIAOBING;;SANTIESTEBAN JOSE G,,5,4,C07C5/2737;;B01J29/40;;B01J29/70;;C07C2/864;;C07C5/2775;;C07C2529/70;;Y02P20/52;;C07C5/27;;C07C2/86;;C07C5/2737;;B01J29/40;;B01J29/70;;C07C2/864;;C07C5/2775;;C07C2529/70;;Y02P20/52,C07C2/86;;C07C5/27,
3979,US,036-340-781-013-418,2007-04-03,US 90371704 A,2004-07-30,Conversion of oxygenates to olefins,EXXONMOBIL CHEM PATENTS INC,EXXONMOBIL CHEMICAL PATENTS INC (2004-07-16),21,10,C10G3/62;;C10G3/42;;C10G3/48;;C10G3/49;;C10G3/55;;C10G2300/708;;C10G2400/20;;Y02P30/20;;Y02P30/40;;C10G3/62;;C10G3/42;;C10G3/48;;C10G3/49;;C10G3/55;;C10G2300/708;;C10G2400/20;;Y02P30/20;;Y02P30/40,C07C1/00;;C10G3/00,585/640;;585/638;;585/639
3980,US,066-432-542-255-977,2003-01-07,US 92994901 A,2001-08-15,Heat treating a molecular sieve and catalyst,EXXONMOBIL CHEM PATENTS INC,EXXONMOBIL CHEMICAL PATENT INC (2001-09-17);;EXXONMOBIL CHEMICAL PATENTS INC (2001-09-17),19,61,C01B39/02;;B01J29/04;;B01J29/85;;B01J37/084;;B01J2229/14;;B01J2229/24;;B01J2229/40;;B01J2229/42;;C01B37/00;;C07C1/20;;C07C2529/85;;C01B39/02;;B01J29/04;;B01J29/85;;B01J37/084;;B01J2229/14;;B01J2229/24;;B01J2229/40;;B01J2229/42;;C01B37/00;;C07C1/20;;C07C2529/85,B01J29/04;;B01J29/85;;B01J35/00;;B01J37/08;;C01B37/00;;C01B39/02;;C07C1/20,502/214;;502/62;;502/64;;502/85;;502/174;;502/180;;502/182
3981,US,099-979-988-647-533,2018-10-04,US 201815913985 A,2018-03-07,Aromatic Monoester Compositions and Processes for Preparing Same,EXXONMOBIL CHEMICAL PATENTS INC,EXXONMOBIL CHEMICAL PATENTS INC (2018-03-08),2,2,C07C69/76;;C07C67/08;;C10M105/34;;C10M129/70;;C10M2205/223;;C10M2207/2815;;C10M2207/2845;;C10N2020/02;;C10N2030/02;;C10N2030/74;;C07C69/76;;C07C67/08;;C07C69/017;;C07C2527/054;;C07C2531/025;;C07C2531/12;;C10M105/34;;C10M129/68;;C10M129/70;;C10M169/042;;C10M2205/223;;C10M2207/2815;;C10M2207/2845;;C10N2020/02;;C10N2030/02;;C10N2030/74,C07C69/76;;C07C67/08;;C07C69/017;;C10M105/34;;C10M129/68;;C10M169/04,
3982,US,143-068-353-592-803,2018-06-28,US 201715846361 A,2017-12-19,Aliphatic/Aromatic Olefin Block Copolymers,EXXONMOBIL CHEMICAL PATENTS INC,EXXONMOBIL CHEMICAL PATENTS INC (2018-01-19),5,0,C08F297/00;;B32B7/12;;B32B25/042;;B32B25/08;;B32B25/14;;B32B25/16;;B32B27/08;;B32B27/20;;B32B27/302;;B32B27/306;;B32B27/32;;B32B27/325;;B32B2270/00;;B32B2307/30;;B32B2307/50;;B32B2307/51;;B32B2405/00;;B32B2597/00;;C08L53/00;;C08L2205/025;;C09J153/00;;C08F297/00;;B32B27/325;;C08L53/00;;C08L2205/025;;C09J153/00,C08F297/00;;C09J153/00,
3983,WO,151-638-732-857-578,2001-12-13,US 0118212 W,2001-06-06,STRIPPING CATALYST IN AN OXYGENATE CONVERSION PROCESS,EXXONMOBIL CHEM PATENTS INC,,3,2,C07C1/20;;B01J29/85;;B01J29/90;;Y02P20/584;;C07C1/20;;B01J29/85;;B01J29/90;;Y02P20/584,B01J29/85;;B01J29/90;;C07C1/20,
3984,US,183-909-229-303-220,2005-10-11,US 9279202 A,2002-03-07,Silicoaluminophosphate molecular sieve,EXXONMOBIL CHEM PATENTS INC,EXXONMOBIL CHEMICAL PATENTS INC (2002-02-14),28,42,B01J29/005;;B01J29/85;;B01J37/0009;;C01B37/08;;C01B39/54;;C07C1/20;;C10G3/49;;C10G2400/20;;Y02P30/20;;B01J29/005;;B01J29/85;;B01J37/0009;;C01B37/08;;C01B39/54;;C07C1/20;;C10G3/49;;C10G2300/703;;C10G2400/20;;Y02P30/20,B01J29/83;;B01J29/00;;B01J29/85;;B01J37/00;;B01J37/04;;B01J37/08;;C01B37/08;;C01B39/54;;C07B61/00;;C07C1/20;;C07C1/207;;C07C1/213;;C10G3/00,502/214;;423/327.1;;423/328.2;;423/329.1;;585/638;;585/639
3985,WO,190-708-245-352-754,2003-05-08,US 0224371 W,2002-07-31,HEAT RECOVERY IN AN OLEFIN PRODUCTION PROCESS,EXXONMOBIL CHEM PATENTS INC,,2,0,C07C1/20;;C07C2529/85;;Y02P30/20;;Y02P30/40;;Y10S585/91;;Y10S585/911;;C07C1/20;;C07C2529/85;;Y02P30/20;;Y02P30/40;;Y10S585/91;;Y10S585/911,C07C1/20,
3986,US,001-464-242-253-396,2005-01-04,US 10052902 A,2002-03-18,Olefin polymerization catalysis with aryl substituted carbenium cationic complexes,EXXONMOBIL CHEM PATENTS INC,,84,0,C08F10/00;;C08F4/65927;;C08F10/02;;C08F110/02;;C08F210/16;;C08F10/00;;C08F4/65927;;C08F10/02;;C08F110/02;;C08F210/16,B01J31/38;;C08F4/44,502/104;;502/117;;502/152;;502/155;;526/127;;526/160;;526/161
3987,EP,045-639-789-018-929,2004-07-28,EP 98957527 A,1998-11-03,ETHYLENE POLYMER COMPOSITIONS WITH NORBORNENE COMONOMER,EXXONMOBIL CHEM PATENTS INC,EXXONMOBIL CHEMICAL PATENTS INC. (2001-05-30),4,0,C08F210/02;;C08F4/65912;;C08F4/65925;;C08F210/16;;C08L23/0815;;C08L23/0823;;C08L2314/06;;Y10S526/943;;C08F210/02;;C08F4/65912;;C08F4/65925;;C08F210/16;;C08F232/04;;C08L23/0823;;C08L2314/06;;C08F210/02;;C08F4/65912;;C08F4/65925;;C08F210/16;;C08L23/0815;;C08L23/0823;;C08L2314/06;;Y10S526/943,C08F4/659;;C08F4/6592;;C08F210/02;;C08F210/16;;C08F232/04;;C08L23/08,
3988,US,141-502-246-179-673,2005-01-18,US 19220602 A,2002-07-10,Process to control conversion of C4+ and heavier stream to lighter products in oxygenate conversion reactions,EXXONMOBIL CHEM PATENTS INC,,1,4,C07C11/02;;B01J29/04;;B01J29/85;;B01J29/90;;B01J38/12;;C07C1/20;;C07C2529/85;;C10G3/49;;C10G3/57;;C10G3/62;;C10G2300/1088;;C10G2300/4093;;C10G2300/708;;C10G2400/20;;Y02P20/584;;Y02P30/20;;Y02P30/40;;C07C11/02;;B01J29/04;;B01J29/85;;B01J29/90;;B01J38/12;;C07C1/20;;C07C2529/85;;C10G3/49;;C10G3/57;;C10G3/62;;C10G2300/1088;;C10G2300/4093;;C10G2300/708;;C10G2400/20;;Y02P20/584;;Y02P30/20;;Y02P30/40,B01J29/04;;B01J29/85;;B01J29/90;;B01J38/12;;C07C1/20;;C07C11/02;;C10G3/00,585/324;;585/326;;585/327;;585/329;;585/639;;585/638;;585/640;;585/648;;585/650
3989,US,163-537-966-345-930,2009-09-15,US 1560204 A,2004-12-16,Multi-layer films with improved properties,EXXONMOBIL CHEM PATENTS INC,EXXONMOBIL CHEMICAL PATENTS INC (2005-02-28),40,23,B32B27/322;;B32B7/10;;B32B27/08;;B32B27/32;;B32B27/327;;B32B2250/242;;B32B2270/00;;B32B2307/31;;B32B2307/546;;B32B2307/5825;;B32B2307/704;;B32B2439/00;;B32B2553/02;;C08L23/04;;C08L23/06;;C08L23/0815;;C08L23/10;;Y10T428/31913;;B32B27/322;;B32B7/10;;B32B27/08;;B32B27/32;;B32B27/327;;B32B2250/242;;B32B2270/00;;B32B2307/31;;B32B2307/546;;B32B2307/5825;;B32B2307/704;;B32B2439/00;;B32B2553/02;;C08L23/04;;C08L23/06;;C08L23/0815;;C08L23/10;;Y10T428/31913,B32B27/00,264/173.14;;525/240;;428/516
3990,WO,048-839-551-247-938,2006-06-22,US 2005/0037429 W,2005-10-17,MULTI-LAYER FILMS WITH IMPROVED PROPERTIES,EXXONMOBIL CHEM PATENTS INC;;VAN LOON ACHIEL JOS;;TIERENS MARC D;;PERMENTIER DIRK J,,8,3,B32B27/322;;B32B7/10;;B32B27/08;;B32B27/32;;B32B27/327;;B32B2250/242;;B32B2270/00;;B32B2307/31;;B32B2307/546;;B32B2307/5825;;B32B2307/704;;B32B2439/00;;B32B2553/02;;C08L23/04;;C08L23/06;;C08L23/0815;;C08L23/10;;Y10T428/31913;;B32B27/322;;B32B7/10;;B32B27/08;;B32B27/32;;B32B27/327;;B32B2250/242;;B32B2270/00;;B32B2307/31;;B32B2307/546;;B32B2307/5825;;B32B2307/704;;B32B2439/00;;B32B2553/02;;C08L23/04;;C08L23/06;;C08L23/0815;;C08L23/10;;Y10T428/31913,B32B27/32;;C08L23/04;;C08L23/08;;C08L23/10,
3991,WO,073-927-121-463-776,2004-07-29,US 0338909 W,2003-12-09,ON-LINE MEASUREMENT AND CONTROL OF POLYMER PRODUCT PROPERTIES BY RAMAN SPECTROSCOPY,EXXONMOBIL CHEM PATENTS INC;;MARROW DAVID G;;COCHRAN ANDREW M;;ROGER SCOTT T,,5,13,B01J8/20;;B01J8/1809;;B01J19/2435;;C08F110/02;;C08F2400/02;;B01J8/20;;B01J8/1809;;B01J19/2435;;C08F110/02;;C08F2400/02,C08F2/00;;C08F2/12;;C08F110/02,
3992,US,106-963-554-124-677,2009-06-02,US 86611307 A,2007-10-02,"Olefin polymerization catalysts, their synthesis and use",EXXONMOBIL CHEM PATENTS INC,EXXONMOBIL CHEMICAL PATENTS INC (2007-10-01),5,16,B01J31/1815;;B01J2231/12;;B01J2531/0238;;B01J2531/842;;C08F10/00;;C08F110/02;;B01J31/1815;;B01J2231/12;;B01J2531/0238;;B01J2531/842;;C08F10/00;;C08F110/02,C08F4/02;;C08F4/80,526/171;;526/172;;526/161;;526/348;;502/152;;502/155;;502/167;;502/132;;502/87
3993,US,155-823-135-029-846,2016-08-18,US 201615000375 A,2016-01-19,Optimizing An Alkylation Olefins Source,EXXONMOBIL CHEMICAL PATENTS INC,EXXONMOBIL CHEMICAL PATENTS INC (2016-01-21),0,1,G06Q30/0206;;C07C2/62;;C10G29/205;;C10G2300/1081;;C10G2300/1092;;C10G2300/201;;C07C2/58;;B01J19/245;;B01J2219/00002;;B01J2219/00049;;B01J2219/24;;C07C2/62;;C10G29/205;;C10G2300/1081;;C10G2300/1092;;C10G2300/201;;G06Q30/0206,C07C2/58;;B01J19/24;;G06Q30/02,
3994,EP,027-986-002-350-172,2011-07-20,EP 08716352 A,2008-03-07,BATCH ESTERIFICATION,EXXONMOBIL CHEM PATENTS INC,,6,0,C07C67/08;;C07C67/303;;C07C2601/14;;Y02P20/582;;C07C67/08;;B01J21/063;;C07C67/303;;C07C2521/06;;Y02P20/582;;C07C67/08;;C07C67/303;;C07C2601/14;;Y02P20/582,C07C67/08;;C07C69/80,
3995,EP,051-236-152-281-384,2003-12-10,EP 03020750 A,2000-06-05,Protecting catalytic activity of a SAPO molecular sieve,EXXONMOBIL CHEM PATENTS INC,,1,0,B01J37/08;;B01J29/85;;B01J2229/24;;B01J2229/40;;C07C1/20;;C07C2529/85;;C10G3/49;;C10G2300/4018;;C10G2400/20;;Y02P30/20;;Y02P30/40;;C07C1/20;;B01J29/85;;B01J37/08;;B01J2229/24;;B01J2229/40;;C07C2529/85;;C10G3/49;;C10G2300/4018;;B01J37/08;;B01J29/85;;B01J2229/24;;B01J2229/40;;C07C1/20;;C07C2529/85;;C10G3/49;;C10G2300/4018;;C10G2400/20;;Y02P30/20;;Y02P30/40,B01J29/85;;B01J37/08;;C07B61/00;;C07C1/20;;C07C1/24;;C07C11/04;;C07C11/06;;C10G3/00,
3996,EP,073-793-491-929-544,2017-11-15,EP 12808666 A,2012-12-27,"MOLECULAR SIEVE MATERIAL, ITS SYNTHESIS AND USE",EXXONMOBIL CHEMICAL PATENTS INC,,3,0,C01B39/48;;C01B37/007;;C01B37/02;;C01B39/08;;C10G11/05;;C10G47/04;;C10G47/16;;C01B39/48;;C01B37/02;;C01B39/48;;B01J29/70;;B01J37/0018;;C01B37/007;;C01B37/02;;C01B39/08;;C01P2002/72;;C07C2/00;;C07C4/06;;C07C5/222;;C07C6/00;;C07C2529/70;;C10G11/05;;C10G47/04;;C10G47/16,C01B37/00;;B01J29/70;;C01B37/02;;C01B39/08;;C01B39/48;;C10G11/05;;C10G47/04,
3997,WO,082-781-072-691-090,2013-08-29,US 2012/0071819 W,2012-12-27,"MOLECULAR SIEVE MATERIAL, ITS SYNTHESIS AND USE",EXXONMOBIL CHEM PATENTS INC,,5,3,C01B39/48;;C01B37/007;;C01B37/02;;C01B39/08;;C10G11/05;;C10G47/04;;C10G47/16;;C01B39/48;;C01B37/02;;C01B39/48;;B01J29/70;;B01J37/0018;;C01B37/007;;C01B37/02;;C01B39/08;;C01P2002/72;;C07C2/00;;C07C4/06;;C07C5/222;;C07C6/00;;C07C2529/70;;C10G11/05;;C10G47/04;;C10G47/16,C01B37/02;;C01B37/00;;C01B39/08;;C01B39/48,
3998,WO,109-091-104-961-412,2007-12-21,US 2007/0010746 W,2007-05-01,TREATMENT OF CHA-TYPE MOLECULAR SIEVES AND THEIR USE IN THE CONVERSION OF OXYGENATES TO OLEFINS,EXXONMOBIL CHEM PATENTS INC;;CAO GUANG;;SHAH MATU J,,11,1,C01B39/46;;B01J29/7015;;B01J37/10;;B01J2229/24;;B01J2229/36;;C01B39/026;;C01B39/48;;C07C1/20;;C07C2529/70;;C10G3/49;;C10G3/62;;C10G2300/807;;C10G2400/20;;Y02P30/20,B01J29/70;;B01J37/10;;C01B39/00;;C07C1/20;;C10G3/00,
3999,WO,112-360-345-326-496,2021-05-14,US 2020/0057478 W,2020-10-27,CO-PROCESSING OF WASTE PLASTIC IN COKERS,EXXONMOBIL CHEMICAL PATENTS INC,,6,12,C10B55/10;;C10B53/07;;C10G1/10;;C10G1/10;;C10B49/10;;C10B53/07;;C10B55/10;;C10G1/002;;C10G2300/1003;;C10G2300/30;;C10G2400/06,C10B53/07;;C10B55/10;;C10G1/10,
4000,US,183-151-073-867-671,2022-11-24,US 202017772007 A,2020-10-27,CO-PROCESSING OF WASTE PLASTIC IN COKERS,EXXONMOBIL CHEMICAL PATENTS INC,,3,1,C10B55/10;;C10B53/07;;C10G1/10;;C10G1/10;;C10B49/10;;C10B53/07;;C10B55/10;;C10G1/002;;C10G2300/1003;;C10G2300/30;;C10G2400/06,C10G1/10;;C10B49/10;;C10B53/07;;C10B55/10;;C10G1/00,
4001,US,185-215-830-516-477,2002-11-05,US 69330000 A,2000-10-20,Olefin polymerization catalysis with aryl substituted carbenium cationic complexes,EXXONMOBIL CHEM PATENTS INC,EXXONMOBIL CHEMICAL PATENTS INC (2000-10-13),83,8,C08F10/00;;C08F4/65927;;C08F10/02;;C08F110/02;;C08F210/16;;C08F10/00;;C08F4/65927;;C08F10/02;;C08F110/02;;C08F210/16,B01J31/38;;C08F4/44,502/104;;502/117;;502/152;;502/155;;526/127;;526/160;;526/161
4002,US,075-471-344-572-953,2005-12-27,US 28164502 A,2002-10-28,Heat treating a molecular sieve and catalyst,EXXONMOBIL CHEM PATENTS INC,,2,1,C01B39/02;;B01J29/04;;B01J29/85;;B01J37/084;;B01J2229/14;;B01J2229/24;;B01J2229/40;;B01J2229/42;;C01B37/00;;C07C1/20;;C07C2529/85;;C01B39/02;;B01J29/04;;B01J29/85;;B01J37/084;;B01J2229/14;;B01J2229/24;;B01J2229/40;;B01J2229/42;;C01B37/00;;C07C1/20;;C07C2529/85,B01J29/04;;B01J29/85;;B01J35/00;;B01J37/08;;C01B37/00;;C01B39/02;;C07C1/20,585/640;;585/638;;585/639
4003,EP,098-714-380-591-981,2013-09-04,EP 08744083 A,2008-03-19,SEPARATION OF POLYMER SLURRIES,EXXONMOBIL CHEM PATENTS INC,,2,0,B01J19/0066;;B01J19/18;;B01J2219/00006;;B01J2219/00081;;B01J2219/00085;;B01J2219/0011;;B01J2219/00114;;B01J2219/00168;;C08F6/003;;C08F10/10;;C08F110/10;;C08F210/10;;C08F210/12;;Y02P20/10;;B01J19/0066;;B01J19/18;;B01J2219/00006;;B01J2219/00081;;B01J2219/00085;;B01J2219/0011;;B01J2219/00114;;B01J2219/00168;;C08F6/003;;C08F10/10;;C08F110/10;;C08F210/10;;C08F210/12,B01J19/18;;B01J19/00;;C08F2/14;;C08F6/00;;C08F10/10;;C08L23/20,
4004,US,177-529-604-016-628,2011-03-22,US 10335508 A,2008-04-15,"Semi-rigid linked diamines, precursors therefor, and transition metal diamido complexes as catalysts for olefin polymerization processes",EXXONMOBIL CHEM PATENTS INC,EXXONMOBIL CHEMICAL PATENTS INC (2008-04-07),10,3,C07F7/10;;B01J31/1805;;B01J2231/20;;B01J2531/0241;;B01J2531/46;;B01J2531/48;;B01J2531/49;;C08F10/00;;C08F110/02;;C08F210/16;;C07F7/10;;B01J31/1805;;B01J2231/20;;B01J2531/0241;;B01J2531/46;;B01J2531/48;;B01J2531/49;;C08F10/00;;C08F110/02;;C08F210/16,C07F7/08;;C07F7/28,556/12;;549/212;;502/158
4005,US,010-707-844-905-718,2006-01-10,US 99777701 A,2001-11-29,Cationic group 3 catalyst system,EXXONMOBIL CHEM PATENTS INC,,82,0,C08F10/00;;C07F5/003;;C07F17/00;;C08F10/02;;C08F110/02;;C08F210/16;;C08F10/00;;C07F5/003;;C07F17/00;;C08F10/02;;C08F110/02;;C08F210/16,C07F5/00;;C07F17/00;;C08F4/44;;C08F4/54;;C08F4/72;;C08F10/00;;C08F10/02;;C08F110/02;;C08F210/16,534/15;;502/100;;502/150;;502/152;;526/160;;526/161;;526/171;;526/172
4006,WO,094-812-917-522-999,2008-09-18,EP 2008001838 W,2008-03-07,BATCH ESTERIFICATION,EXXONMOBIL CHEM PATENTS INC;;DE MUNCK NICOLAAS ANTHONY;;COMPTON BRADY;;LYFORD IV JOHN;;OSKAM AAD GERRIT;;BANDSTRA KLAAS;;VAN DER VEEN;;CAERS RAPHAEL FRANS,,8,7,C07C67/08;;C07C67/303;;C07C2601/14;;Y02P20/582;;C07C67/08;;B01J21/063;;C07C67/303;;C07C2521/06;;Y02P20/582;;C07C67/08;;C07C67/303;;C07C2601/14;;Y02P20/582,C07C67/08;;C07C69/80,
4007,US,013-965-593-808-032,2020-10-20,US 201815925937 A,2018-03-20,Cold cranking simulator viscosity reducing base stocks and lubricating oil formulations containing the same,EXXONMOBIL CHEMICAL PATENTS INC,EXXONMOBIL CHEMICAL PATENTS INC (2018-05-01),141,1,C10M111/02;;C10M129/70;;C10M2205/0285;;C10M2207/281;;C10M2207/2815;;C10N2020/04;;C10N2020/071;;C10N2030/02;;C10N2030/06;;C10N2030/54;;C10N2030/74;;C10N2040/25;;C10M111/02;;C10M101/00;;C10M105/34;;C10M129/70;;C10M2203/003;;C10M2205/0285;;C10M2207/281;;C10M2207/2815;;C10N2020/04;;C10N2020/071;;C10N2030/02;;C10N2030/06;;C10N2030/54;;C10N2030/74;;C10N2040/25,C10M111/02;;C10M101/00;;C10M105/34;;C10M129/70;;C10N20/00;;C10N20/04;;C10N30/00;;C10N30/02;;C10N30/06;;C10N40/25,
4008,US,037-826-682-013-304,2003-09-02,US 58776600 A,2000-06-06,Stripping hydrocarbon in an oxygenate conversion process,EXXONMOBIL CHEM PATENTS INC,EXXONMOBIL CHEMICAL PATENTS INC (2000-06-12),66,11,C07C1/20;;B01J29/85;;B01J29/90;;Y02P20/584;;C07C1/20;;B01J29/85;;B01J29/90;;Y02P20/584,B01J29/85;;B01J29/90;;C07C1/20,585/639;;585/638;;585/640
4009,WO,079-307-685-276-344,2018-06-28,US 2017/0067180 W,2017-12-19,ALIPHATIC/AROMATIC OLEFIN BLOCK COPOLYMERS,EXXONMOBIL CHEMICAL PATENTS INC,,6,0,C08F297/00;;B32B27/08;;B32B27/18;;B32B27/20;;B32B27/302;;B32B27/306;;B32B27/325;;B32B27/327;;B32B2307/4026;;B32B2307/71;;C08L53/02;;C08L2205/025;;C09J153/02,C08F297/00;;C08F240/00;;C08L53/00;;C08L53/02;;C09J153/02,
4010,US,105-696-324-293-90X,2018-10-04,US 201815925937 A,2018-03-20,Cold Cranking Simulator Viscosity Reducing Base Stocks and Lubricating Oil Formulations Containing the Same,EXXONMOBIL CHEMICAL PATENTS INC,EXXONMOBIL CHEMICAL PATENTS INC (2018-05-01),10,0,C10M111/02;;C10M129/70;;C10M2205/0285;;C10M2207/281;;C10M2207/2815;;C10N2020/04;;C10N2020/071;;C10N2030/02;;C10N2030/06;;C10N2030/54;;C10N2030/74;;C10N2040/25;;C10M111/02;;C10M101/00;;C10M105/34;;C10M129/70;;C10M2203/003;;C10M2205/0285;;C10M2207/281;;C10M2207/2815;;C10N2020/04;;C10N2020/071;;C10N2030/02;;C10N2030/06;;C10N2030/54;;C10N2030/74;;C10N2040/25,C10M111/02;;C10M101/00;;C10M105/34,
4011,EP,122-736-532-011-276,2006-11-15,EP 98906330 A,1998-02-06,PREPARATION OF VINYL-CONTAINING MACROMERS,EXXONMOBIL CHEM PATENTS INC,EXXONMOBIL CHEMICAL PATENTS INC. (2001-05-30),4,0,C08L55/005;;C08F2/08;;C08F110/02;;C08F210/18;;C08F255/00;;C08F255/02;;C08F257/02;;C08F290/00;;C08F290/04;;C08F290/042;;C08F290/044;;C08F297/08;;C08F297/083;;C08L23/02;;C08L23/08;;C08L23/0815;;C08L51/06;;C08L55/00;;C08L2205/02;;C08L2314/06;;Y10S526/942;;C08F10/02;;C08F4/65912;;C08F4/6592;;C08F10/10;;C08L55/005;;C08F2/08;;C08F110/02;;C08F210/18;;C08F255/00;;C08F255/02;;C08F257/02;;C08F290/00;;C08F290/04;;C08F290/042;;C08F290/044;;C08F297/08;;C08F297/083;;C08L23/02;;C08L23/08;;C08L23/0815;;C08L51/06;;C08L55/00;;C08L2205/02;;C08L2314/06;;Y10S526/942,C08F10/00;;C08F2/08;;C08F4/44;;C08F4/64;;C08F110/02;;C08F210/18;;C08F255/00;;C08F255/02;;C08F257/02;;C08F290/00;;C08F290/04;;C08F297/08;;C08L23/02;;C08L23/08;;C08L51/06;;C08L55/00,
