"#",Jurisdiction,Lens ID,Publication Date,Application Number,Application Date,Title,Applicants,Owners,Cites Patent Count,Cited by Patent Count,CPC Classifications,IPCR Classifications,US Classifications
43,US,166-238-699-950-050,2023-02-21,US 201816956196 A,2018-12-18,Polypropylene composition for tapes,SABIC GLOBAL TECHNOLOGIES BV,SABIC GLOBAL TECHNOLOGIES B.V (2019-04-01),5,0,C08L23/12;;C08L2203/18;;C08L23/12;;C08F4/022;;C08F10/06;;C09J7/241,C08L23/12;;C08F4/02;;C08F10/06;;C09J7/24,
44,WO,188-996-917-263-98X,2023-06-29,EP 2022086269 W,2022-12-16,BLENDED POLYPROPYLENE COMPOSITION,SABIC GLOBAL TECHNOLOGIES BV,,9,0,C08L2207/02;;C08L2205/025;;C08L23/12;;C08J11/06;;C08J2323/12;;C08L2207/20;;C08L2205/03;;C08L2205/035;;Y02W30/62,C08J11/06;;C08K3/34;;C08L23/08;;C08L23/12;;C08L23/16,
45,WO,013-221-333-782-460,2022-05-05,EP 2021078970 W,2021-10-19,"PROCESS FOR PRODUCING A POLYPROPYLENE COMPOSITION, AND POLYPROPYLENE COMPOSITION SO PRODUCED",SABIC GLOBAL TECHNOLOGIES BV,,14,0,B29B7/426;;B29B7/603;;B29B7/7461;;B29B7/748;;B29B7/7485;;B29B7/86;;B29B9/06;;B29C48/385;;B29C48/767;;B29C48/507;;C08L23/10;;C08L23/12;;C08L2205/03;;C08L23/14;;C08L2310/00;;B29C48/345;;B29C48/022;;B29C48/385;;B29C48/04;;B29C48/507;;B29K2023/12;;C08L23/12;;C08L2205/03;;C08L2310/00,B29B7/42;;B29B7/60;;B29B7/74;;B29B7/86;;B29B9/06;;B29C48/385;;B29C48/505;;B29C48/76;;C08L23/10;;C08L23/12;;C08L23/14,
46,EP,058-953-274-623-756,2024-10-30,EP 22839696 A,2022-12-16,BLENDED POLYPROPYLENE COMPOSITION,SABIC GLOBAL TECHNOLOGIES BV,,0,0,C08L2207/02;;C08L2205/025;;C08L23/12;;C08J11/06;;C08J2323/12;;C08L2207/20;;C08L2205/03;;C08L2205/035;;Y02W30/62,C08J11/06;;C08K3/34;;C08L23/08;;C08L23/12;;C08L23/16,
47,EP,088-310-294-164-074,2023-10-11,EP 21791410 A,2021-10-19,"PROCESS FOR PRODUCING A POLYPROPYLENE COMPOSITION, AND POLYPROPYLENE COMPOSITION SO PRODUCED",SABIC GLOBAL TECHNOLOGIES BV,,0,0,B29B7/426;;B29B7/603;;B29B7/7461;;B29B7/748;;B29B7/7485;;B29B7/86;;B29B9/06;;B29C48/022;;B29C48/297;;B29C48/385;;B29C48/767;;B29K2023/12;;B29K2105/0005;;B29K2105/0026;;B29K2105/0094;;B29K2105/04;;B29K2995/0089;;C08L23/12;;C08L23/14;;B29B7/007;;B29B7/426;;B29B7/728;;B29B9/06;;B29K2023/14;;B29K2105/0026;;B29K2105/0094;;B29K2309/08,B29B7/42;;B29B7/60;;B29B7/74;;B29B7/86;;B29B9/06;;B29C48/02;;B29C48/285;;B29C48/385;;B29C48/505;;B29C48/76;;B29K105/00;;C08L23/12;;C08L23/14,
48,SA,001-582-248-855-66X,2021-09-22,SA 517390385 A,2017-11-22,IMPROVED HETEROPHASIC POLYPROPYLENE,SABIC GLOBAL TECHNOLOGIES BV,,0,0,C08L23/12;;C08L2203/18;;C08L2205/08;;C08L2207/02;;C08L23/12;;C08L23/16;;C08L53/00;;C08L67/00;;C08L2203/18;;C08L2205/08;;C08L2207/02;;C08L23/12;;C08L23/06;;C08L2203/18;;C08L2205/02;;C08L2205/03;;C08L2205/08;;C08L2207/02,,
49,EP,041-132-339-299-702,2018-03-28,EP 16723133 A,2016-05-18,IMPROVED HETEROPHASIC POLYPROPYLENE,SABIC GLOBAL TECHNOLOGIES BV,SABIC GLOBAL TECHNOLOGIES B.V. (2018-05-02),0,0,C08L23/12;;C08L2203/18;;C08L2205/08;;C08L2207/02;;C08L23/12;;C08L23/16;;C08L53/00;;C08L67/00;;C08L2203/18;;C08L2205/08;;C08L2207/02;;C08L23/12;;C08L23/06;;C08L2203/18;;C08L2205/02;;C08L2205/03;;C08L2205/08;;C08L2207/02,C08L23/16;;C08L23/12,
50,WO,100-098-386-622-498,2024-06-20,EP 2023085479 W,2023-12-13,BLENDED POLYPROPYLENE COMPOSITION,SABIC GLOBAL TECHNOLOGIES BV,,15,0,C08L23/12;;C08L2205/025;;C08L2205/035;;C08L2207/02;;C08L2207/20;;C08F210/06,C08L23/12,
51,EP,199-089-656-508-44X,2023-11-15,EP 18816127 A,2018-12-18,POLYPROPYLENE COMPOSITION FOR TAPES,SABIC GLOBAL TECHNOLOGIES BV,,11,1,C08L23/12;;C08L2203/18;;C09J7/241;;C08F4/022;;C08F10/06;;C08L23/12,C08L23/12,
52,WO,119-882-399-310-53X,2016-12-15,EP 2016061115 W,2016-05-18,IMPROVED HETEROPHASIC POLYPROPYLENE,SABIC GLOBAL TECHNOLOGIES BV,,3,1,C08L23/12;;C08L2203/18;;C08L2205/08;;C08L2207/02;;C08L23/12;;C08L23/16;;C08L53/00;;C08L67/00;;C08L2203/18;;C08L2205/08;;C08L2207/02;;C08L23/12;;C08L23/06;;C08L2203/18;;C08L2205/02;;C08L2205/03;;C08L2205/08;;C08L2207/02,C08L23/16;;C08L23/12,
53,EP,002-296-885-213-052,2020-10-28,EP 18816127 A,2018-12-18,POLYPROPYLENE COMPOSITION FOR TAPES,SABIC GLOBAL TECHNOLOGIES BV,,0,0,C08L23/12;;C08L2203/18;;C08L23/12;;C08F4/022;;C08F10/06;;C09J7/241,C08L23/12,
54,US,046-918-248-496-344,2017-06-01,US 201615387213 A,2016-12-21,USE OF POLYPROPYLENE COMPOSITION,SABIC GLOBAL TECHNOLOGIES BV,SABIC GLOBAL TECHNOLOGIES B.V (2016-12-21),22,4,C08L23/12;;B65D65/38;;B65D85/8061;;C08K3/346;;C08L23/16;;C08L23/12;;B65D65/38;;B65D77/2024;;B65D81/34;;B65D85/8061;;C08K3/34;;C08K3/346;;C08L23/16,B65D85/804;;B65D77/20;;C08K3/34,
55,EP,077-242-928-718-411,2023-10-11,EP 21798329 A,2021-10-19,"PROCESS FOR PRODUCING A POLYPROPYLENE COMPOSITION, AND POLYPROPYLENE COMPOSITION SO PRODUCED",SABIC GLOBAL TECHNOLOGIES BV,,0,0,B29B7/426;;B29B7/603;;B29B7/7461;;B29B7/748;;B29B7/7485;;B29B7/86;;B29B9/06;;B29C48/385;;B29C48/767;;B29C48/507;;C08L23/10;;C08L23/12;;C08L2205/03;;C08L23/14;;C08L2310/00;;B29C48/345;;B29C48/022;;B29C48/385;;B29C48/04;;B29C48/507;;B29K2023/12;;C08L23/12;;C08L2205/03;;C08L2310/00,B29B7/42;;B29B7/60;;B29B7/74;;B29B7/86;;B29B9/06;;B29C48/385;;B29C48/505;;B29C48/76;;C08L23/10;;C08L23/12;;C08L23/14,
56,CN,118-783-870-553-905,2023-07-28,CN 202180071689 A,2021-10-19,Method for producing polypropylene composition and polypropylene composition produced thereby,SABIC GLOBAL TECHNOLOGIES BV,,0,0,B29B7/426;;B29B7/603;;B29B7/7461;;B29B7/748;;B29B7/7485;;B29B7/86;;B29B9/06;;B29C48/385;;B29C48/767;;B29C48/507;;C08L23/10;;C08L23/12;;C08L2205/03;;C08L23/14;;C08L2310/00;;B29C48/345;;B29C48/022;;B29C48/385;;B29C48/04;;B29C48/507;;B29K2023/12;;C08L23/12;;C08L2205/03;;C08L2310/00,B29B7/42,
57,WO,128-865-997-082-129,2024-06-20,EP 2023085472 W,2023-12-13,BLENDED POLYPROPYLENE COMPOSITION,SABIC GLOBAL TECHNOLOGIES BV,,14,0,C08L23/12;;C08L2207/20;;C08L2205/025;;C08L2205/035;;C08L2207/02;;C08F210/06,C08L23/12,
58,CN,188-426-020-924-240,2020-08-07,CN 201880083057 A,2018-12-18,POLYPROPYLENE COMPOSITION FOR TAPES,SABIC GLOBAL TECHNOLOGIES BV,,11,0,C08L23/12;;C08L2203/18;;C08L23/12;;C08F4/022;;C08F10/06;;C09J7/241,C08L23/12,
59,WO,059-708-077-190-389,2019-06-27,EP 2018085526 W,2018-12-18,POLYPROPYLENE COMPOSITION FOR TAPES,SABIC GLOBAL TECHNOLOGIES BV,,3,1,C08L23/12;;C08L2203/18;;C09J7/241;;C08F4/022;;C08F10/06;;C08L23/12,C08L23/12,
60,CN,160-122-188-917-379,2023-08-08,CN 202180081960 A,2021-12-06,Polypropylene composition with improved stress whitening properties,SABIC GLOBAL TECHNOLOGIES BV,,0,0,C08L23/12;;C08L2205/025;;C08L2205/03;;B29C45/0001;;H01M50/121;;H01M2220/20;;H01M10/06;;H01M50/134;;Y02E60/10;;B29C45/0001;;B29K2023/08;;B29K2023/12;;B29L2031/3468;;C08L23/0815;;C08L23/12;;C08L2203/20;;C08L2205/025;;C08L2205/03,C08L23/12,
61,US,106-001-626-193-464,2018-05-31,US 201615576341 A,2016-05-18,IMPROVED HETEROPHASIC POLYPROPYLENE,SABIC GLOBAL TECHNOLOGIES BV,SABIC GLOBAL TECHNOLOGIES B.V (2017-12-07),0,2,C08L23/12;;C08L2203/18;;C08L2205/08;;C08L2207/02;;C08L23/12;;C08L23/16;;C08L53/00;;C08L67/00;;C08L2203/18;;C08L2205/08;;C08L2207/02;;C08L23/12;;C08L23/06;;C08L2203/18;;C08L2205/02;;C08L2205/03;;C08L2205/08;;C08L2207/02,C08L23/12;;C08L23/06,
62,CN,193-641-956-575-781,2024-09-13,CN 202280090371 A,2022-12-16,Blended polypropylene composition,SABIC GLOBAL TECHNOLOGIES BV,,0,0,C08L2207/02;;C08L2205/025;;C08L23/12;;C08J11/06;;C08J2323/12;;C08L2207/20;;C08L2205/03;;C08L2205/035;;Y02W30/62,C08J11/06;;C08K3/34;;C08L23/08;;C08L23/12;;C08L23/16,
63,CN,089-376-713-037-394,2018-03-27,CN 201680042889 A,2016-05-18,IMPROVED HETEROPHASIC POLYPROPYLENE,SABIC GLOBAL TECHNOLOGIES BV,,2,0,C08L23/12;;C08L2203/18;;C08L2205/08;;C08L2207/02;;C08L23/12;;C08L23/16;;C08L53/00;;C08L67/00;;C08L2203/18;;C08L2205/08;;C08L2207/02;;C08L23/12;;C08L23/06;;C08L2203/18;;C08L2205/02;;C08L2205/03;;C08L2205/08;;C08L2207/02,C08L23/16;;C08L23/12,
64,US,067-693-551-207-629,2025-02-27,US 18722101,2022-12-16,BLENDED POLYPROPYLENE COMPOSITION,SABIC GLOBAL TECHNOLOGIES B.V.,,0,0,C08L23/12;;C08J11/06;;C08K3/34;;C08J2323/12;;C08L2205/025;;C08L2205/035;;C08L2207/02;;C08L2207/20,C08L23/12;;C08J11/06;;C08K3/34,
65,US,003-709-586-388-185,2021-03-11,US 201816956196 A,2018-12-18,POLYPROPYLENE COMPOSITION FOR TAPES,SABIC GLOBAL TECHNOLOGIES BV,SABIC GLOBAL TECHNOLOGIES B.V (2019-04-01),0,1,C08L23/12;;C08L2203/18;;C08L23/12;;C08F4/022;;C08F10/06;;C09J7/241,C08L23/12;;C08F4/02;;C08F10/06;;C09J7/24,
66,WO,170-707-199-352-787,2024-05-10,EP 2023080225 W,2023-10-30,COATED GLASS FILAMENT,SABIC GLOBAL TECHNOLOGIES BV,,11,0,C03C25/30;;B29B9/12;;B29B9/14;;B29B7/48;;B29B9/065;;B29B7/90;;B29B7/82;;B29B7/94;;B29B7/726;;B05D1/18;;B05D2203/35;;B05D2256/00;;B05D2507/025;;C08J3/12;;C08J5/08;;C08J2323/12;;C08J2351/06;;C08J2451/06,C03C25/30;;B29B9/06;;B29B9/12;;B29B9/14;;B29B15/08;;B29B15/12;;B29C48/00,
67,US,025-367-523-162-323,2018-07-19,US 201615743855 A,2016-07-07,METHOD FOR PREPARING POLYPROPYLENE PELLETS,SABIC GLOBAL TECHNOLOGIES BV,SABIC GLOBAL TECHNOLOGIES B.V (2018-01-16),2,3,B29B9/16;;B29B9/06;;B29B2009/168;;B29C48/0022;;B29C48/04;;B29C48/05;;B29C48/287;;B29C48/345;;B29C48/91;;B29C48/919;;B29K2023/12;;B29B9/16;;B29B9/06;;B29B9/12;;B29B2009/168;;B29C48/0022;;B29C48/04;;B29C48/05;;B29C48/287;;B29C48/345;;B29C48/91;;B29C48/919;;B29K2023/12;;C08L23/12;;C08L2207/02,B29B9/16;;B29B9/06;;B29B9/12;;B29C48/04;;B29C48/05;;C08L23/12,
68,WO,114-245-374-142-759,2017-01-26,EP 2016066195 W,2016-07-07,METHOD FOR PREPARING OF POLYPROPYLENE PELLETS,SABIC GLOBAL TECHNOLOGIES BV,,5,2,B29B9/16;;B29B9/06;;B29B2009/168;;B29C48/0022;;B29C48/04;;B29C48/05;;B29C48/287;;B29C48/345;;B29C48/91;;B29C48/919;;B29K2023/12;;B29B9/16;;B29B9/06;;B29B9/12;;B29B2009/168;;B29C48/0022;;B29C48/04;;B29C48/05;;B29C48/287;;B29C48/345;;B29C48/91;;B29C48/919;;B29K2023/12;;C08L23/12;;C08L2207/02,B29B9/16;;B29C48/04;;B29C48/05;;B29K23/00;;C08L23/12,
69,CN,080-979-370-086-033,2018-03-27,CN 201680042483 A,2016-07-07,METHOD FOR PREPARING OF POLYPROPYLENE PELLETS,SABIC GLOBAL TECHNOLOGIES BV,,1,0,B29B9/16;;B29B9/06;;B29B2009/168;;B29C48/0022;;B29C48/04;;B29C48/05;;B29C48/287;;B29C48/345;;B29C48/91;;B29C48/919;;B29K2023/12;;B29B9/16;;B29B9/06;;B29B9/12;;B29B2009/168;;B29C48/0022;;B29C48/04;;B29C48/05;;B29C48/287;;B29C48/345;;B29C48/91;;B29C48/919;;B29K2023/12;;C08L23/12;;C08L2207/02,B29B9/16;;B29C48/04;;B29C48/05;;B29K23/00;;C08L23/12,
70,CN,171-565-277-905-646,2023-10-10,CN 202280015470 A,2022-02-18,High melt strength polypropylene blends for foams with high thermal stability,SABIC GLOBAL TECHNOLOGIES BV,,0,0,C08J9/141;;C08J2201/03;;C08J2203/14;;C08J2323/12;;C08J2323/14;;C08J2323/16;;C08J2323/26;;C08J2323/36,C08J3/28,
71,US,109-821-237-037-284,2024-09-26,US 202218277649 A,2022-02-18,HIGH MELT STRENGTH PP BLENDS FOR FOAM WITH HIGH THERMOSTABILITY,SABIC GLOBAL TECHNOLOGIES BV,SABIC GLOBAL TECHNOLOGIES B.V (2023-07-13),0,0,C08L23/12;;C08L2203/14;;C08L2201/08;;C08J9/16;;C08J9/0061;;C08J2423/12;;C08J2323/10;;C08J2423/06;;C08J2323/14;;C08J2323/16;;C08J2201/03;;C08J2203/14;;C08J9/141;;C08J9/232;;C08J9/0061;;C08J9/0028;;C08J9/0066;;C08L2201/08;;C08L2205/025;;C08L2203/14;;C08L23/12;;C08K5/17;;C08J2323/12;;C08J9/0061;;C08J9/141;;C08J9/18;;C08J2203/14;;C08J2205/05;;C08J2323/06;;C08J2323/12;;C08J2323/14;;C08L23/06;;C08L23/12;;C08L23/142;;C08L2203/30;;C08L2205/025;;C08L2205/035;;C08F110/06;;C08J2205/052;;C08J2423/12;;C08K3/34;;C08F10/06;;C08J5/18;;C08J7/123;;C08J9/0066;;C08J2201/03;;C08J2323/18;;C08J9/0038;;C08L2203/14;;C08L2205/03,C08L23/14;;C08J9/00;;C08J9/18,
72,WO,153-439-284-310-819,2022-08-25,EP 2022054075 W,2022-02-18,HIGH MELT STRENGTH PP BLENDS FOR FOAM WITH HIGH THERMOSTABILITY,SABIC GLOBAL TECHNOLOGIES BV,,12,0,C08L23/12;;C08L2203/14;;C08L2201/08;;C08J9/16;;C08J9/0061;;C08J2423/12;;C08J2323/10;;C08J2423/06;;C08J2323/14;;C08J2323/16;;C08J2201/03;;C08J2203/14;;C08J9/141;;C08J9/232;;C08J9/0061;;C08J9/0028;;C08J9/0066;;C08L2201/08;;C08L2205/025;;C08L2203/14;;C08L23/12;;C08K5/17;;C08J2323/12;;C08J9/0061;;C08J9/141;;C08J9/18;;C08J2203/14;;C08J2205/05;;C08J2323/06;;C08J2323/12;;C08J2323/14;;C08L23/06;;C08L23/12;;C08L23/142;;C08L2203/30;;C08L2205/025;;C08L2205/035;;C08F110/06;;C08J2205/052;;C08J2423/12;;C08K3/34;;C08F10/06;;C08J5/18;;C08J7/123;;C08J9/0066;;C08J2201/03;;C08J2323/18;;C08J9/0038;;C08L2203/14;;C08L2205/03,C08J3/28;;C08L23/12;;C08L23/26,
73,US,090-602-520-439-264,2023-06-08,US 202218077345 A,2022-12-08,Polypropylene Composition Having Improved Scratch Resistance Properties,SABIC GLOBAL TECHNOLOGIES BV,SABIC GLOBAL TECHNOLOGIES B.V (2022-11-25),0,0,C08L23/12;;C08L23/12;;C08L2205/035;;C08L23/12;;C08L2205/03,C08L23/12,
74,CN,068-232-868-511-906,2023-06-09,CN 202211562419 A,2022-12-07,Polypropylene composition with improved scratch resistance properties,SABIC GLOBAL TECHNOLOGIES BV,,0,0,C08L23/12;;C08L23/12;;C08L2205/035;;C08L23/12;;C08L2205/03,C08L23/12;;C08K3/34;;C08L23/08;;C08L23/16;;C08L83/10,
75,WO,180-605-917-918-534,2023-06-15,EP 2022083735 W,2022-11-29,A POLYPROPYLENE COMPOSITION HAVING IMPROVED SCRATCH RESISTANCE PROPERTIES,SABIC GLOBAL TECHNOLOGIES BV,,6,0,C08L23/12;;C08L23/12;;C08L2205/035;;C08L23/12;;C08L2205/03,C08L23/12,
76,EP,097-846-161-763-032,2023-06-14,EP 21213117 A,2021-12-08,A POLYPROPYLENE COMPOSITION HAVING IMPROVED SCRATCH RESISTANCE PROPERTIES,SABIC GLOBAL TECHNOLOGIES BV,,5,0,C08L23/12;;C08L23/12;;C08L2205/035;;C08L23/12;;C08L2205/03,C08L23/12,
77,WO,145-895-146-559-201,2023-11-30,EP 2023064101 W,2023-05-25,POLYPROPYLENE COMPOSITION FOR USE IN HIGH-FREQUENCY RADIO-WAVE APPLICATIONS,SABIC GLOBAL TECHNOLOGIES BV,,3,0,C08K7/28;;C08K7/14;;C08K2201/014;;C08L23/12;;C08K7/08;;C08K2003/2227;;C08K2201/004;;C08K2201/003,C08K7/28;;C08K7/08;;C08L23/12,
78,US,187-439-198-317-102,2018-05-10,US 201615570572 A,2016-04-29,MASS TRANSIT VEHICLE COMPONENT,SABIC GLOBAL TECHNOLOGIES BV,SABIC GLOBAL TECHNOLOGIES B.V (2017-10-24),3,9,C08K7/14;;B29B9/06;;B29B9/14;;B29B9/16;;B32B3/12;;B32B5/02;;B32B5/18;;B32B27/08;;B32B27/32;;B32B2262/101;;B32B2262/105;;B32B2262/108;;B32B2262/14;;B32B2270/00;;B32B2307/3065;;B32B2307/732;;B32B2419/00;;B32B2425/00;;B32B2457/00;;B32B2479/00;;B32B2571/00;;B32B2605/00;;B32B2605/08;;B32B2607/00;;C08J3/201;;C08J3/226;;C08J2323/12;;C08J2423/12;;C08K3/22;;C08K5/0066;;C08K5/49;;C08K7/02;;C08K7/04;;C08K2003/2296;;C08K2201/014;;C08L2201/02;;C08L2205/18;;C08L2207/53;;B29B9/14;;B29B9/06;;B29B9/16;;B32B3/12;;B32B5/02;;B32B5/18;;B32B27/08;;B32B27/32;;B32B2262/101;;B32B2262/105;;B32B2262/108;;B32B2262/14;;B32B2270/00;;B32B2307/3065;;B32B2307/732;;B32B2419/00;;B32B2425/00;;B32B2457/00;;B32B2479/00;;B32B2571/00;;B32B2605/00;;B32B2605/08;;B32B2607/00;;C08J3/201;;C08J3/226;;C08J2323/12;;C08J2423/12;;C08K3/22;;C08K5/0066;;C08K5/49;;C08K7/02;;C08K7/04;;C08K7/14;;C08K2003/2296;;C08K2201/014;;C08L2201/02;;C08L2205/18;;C08L2207/53;;C09K21/02;;C09K21/12;;C08K5/521;;B29B9/06;;B29B9/14;;B29B9/16;;B32B3/12;;B32B5/02;;B32B5/18;;B32B27/08;;B32B27/18;;B32B27/32;;B32B2262/101;;B32B2262/105;;B32B2262/108;;B32B2262/14;;B32B2270/00;;B32B2305/08;;B32B2307/3065;;B32B2307/54;;B32B2307/546;;B32B2307/732;;B32B2323/10;;B32B2419/00;;B32B2425/00;;B32B2457/00;;B32B2479/00;;B32B2571/00;;B32B2605/00;;B32B2605/08;;B32B2607/00;;C08J3/201;;C08J3/226;;C08J5/18;;C08J2323/12;;C08J2423/12;;C08K3/22;;C08K5/0066;;C08K5/49;;C08K7/02;;C08K7/04;;C08K7/14;;C08K2003/2296;;C08K2201/014;;C08L2201/02;;C08L2205/18;;C08L2207/53;;C09K21/02;;C09K21/12,C08K5/521;;B32B3/12;;B32B27/08;;B32B27/18;;B32B27/32;;C08J5/18;;C08K3/22;;C08K5/49;;C08K7/14;;C09K21/02;;C09K21/12,
79,WO,030-254-828-026-197,2016-11-03,EP 2016059662 W,2016-04-29,MASS TRANSIT VEHICLE COMPONENT,SABIC GLOBAL TECHNOLOGIES BV,,8,14,C08K7/14;;B29B9/06;;B29B9/14;;B29B9/16;;B32B3/12;;B32B5/02;;B32B5/18;;B32B27/08;;B32B27/32;;B32B2262/101;;B32B2262/105;;B32B2262/108;;B32B2262/14;;B32B2270/00;;B32B2307/3065;;B32B2307/732;;B32B2419/00;;B32B2425/00;;B32B2457/00;;B32B2479/00;;B32B2571/00;;B32B2605/00;;B32B2605/08;;B32B2607/00;;C08J3/201;;C08J3/226;;C08J2323/12;;C08J2423/12;;C08K3/22;;C08K5/0066;;C08K5/49;;C08K7/02;;C08K7/04;;C08K2003/2296;;C08K2201/014;;C08L2201/02;;C08L2205/18;;C08L2207/53;;B29B9/14;;B29B9/06;;B29B9/16;;B32B3/12;;B32B5/02;;B32B5/18;;B32B27/08;;B32B27/32;;B32B2262/101;;B32B2262/105;;B32B2262/108;;B32B2262/14;;B32B2270/00;;B32B2307/3065;;B32B2307/732;;B32B2419/00;;B32B2425/00;;B32B2457/00;;B32B2479/00;;B32B2571/00;;B32B2605/00;;B32B2605/08;;B32B2607/00;;C08J3/201;;C08J3/226;;C08J2323/12;;C08J2423/12;;C08K3/22;;C08K5/0066;;C08K5/49;;C08K7/02;;C08K7/04;;C08K7/14;;C08K2003/2296;;C08K2201/014;;C08L2201/02;;C08L2205/18;;C08L2207/53;;C09K21/02;;C09K21/12;;C08K5/521;;B29B9/06;;B29B9/14;;B29B9/16;;B32B3/12;;B32B5/02;;B32B5/18;;B32B27/08;;B32B27/18;;B32B27/32;;B32B2262/101;;B32B2262/105;;B32B2262/108;;B32B2262/14;;B32B2270/00;;B32B2305/08;;B32B2307/3065;;B32B2307/54;;B32B2307/546;;B32B2307/732;;B32B2323/10;;B32B2419/00;;B32B2425/00;;B32B2457/00;;B32B2479/00;;B32B2571/00;;B32B2605/00;;B32B2605/08;;B32B2607/00;;C08J3/201;;C08J3/226;;C08J5/18;;C08J2323/12;;C08J2423/12;;C08K3/22;;C08K5/0066;;C08K5/49;;C08K7/02;;C08K7/04;;C08K7/14;;C08K2003/2296;;C08K2201/014;;C08L2201/02;;C08L2205/18;;C08L2207/53;;C09K21/02;;C09K21/12,C08J3/12;;B29B9/14;;B29B9/16;;B29C70/00;;C08J3/22;;C08J5/04;;C08J5/06;;C08J5/08;;C08J5/10;;C08K3/00;;C08K3/22;;C08K7/02;;C08K7/04;;C08K7/14;;C08L23/12;;C09K21/12,
80,US,073-156-035-430-342,2023-12-21,US 202118265518 A,2021-12-06,POLYPROPYLENE COMPOSITION WITH IMPROVED STRESS WHITENING PERFORMANCE,SABIC GLOBAL TECHNOLOGIES BV,SABIC GLOBAL TECHNOLOGIES B.V (2022-02-07),0,0,C08L23/12;;C08L2205/025;;C08L2205/03;;B29C45/0001;;H01M50/121;;H01M2220/20;;H01M10/06;;H01M50/134;;Y02E60/10;;B29C45/0001;;B29K2023/08;;B29K2023/12;;B29L2031/3468;;C08L23/0815;;C08L23/12;;C08L2203/20;;C08L2205/025;;C08L2205/03,C08L23/12;;B29C45/00;;C08L23/08,
81,CN,022-506-546-958-955,2016-11-16,CN 201580017346 A,2015-03-12,Method for manufacture of low emission polypropylene,SABIC GLOBAL TECHNOLOGIES BV,,2,3,C08F8/50;;C08F2800/20;;C08F2810/10;;C08K5/14;;C08L23/12;;C08L23/16;;C08L2023/42;;C08L2205/02;;C08L2207/02;;C08L2308/00;;C08F8/50;;C08F2800/20;;C08F2810/10;;C08K5/14;;C08K7/14;;C08L23/12;;C08L23/14;;C08L23/16;;C08L23/26;;C08L2023/42;;C08L2205/02;;C08L2205/025;;C08L2207/02;;C08L2308/00,C08F8/50,
82,US,125-128-779-017-848,2018-09-11,US 201515129744 A,2015-03-12,Method for manufacture of low emissions polypropylene,SABIC GLOBAL TECHNOLOGIES BV,SABIC GLOBAL TECHNOLOGIES B.V (2016-09-26),12,2,C08F8/50;;C08F2800/20;;C08F2810/10;;C08K5/14;;C08L23/12;;C08L23/16;;C08L2023/42;;C08L2205/02;;C08L2207/02;;C08L2308/00;;C08F8/50;;C08F2800/20;;C08F2810/10;;C08K5/14;;C08K7/14;;C08L23/12;;C08L23/14;;C08L23/16;;C08L23/26;;C08L2023/42;;C08L2205/02;;C08L2205/025;;C08L2207/02;;C08L2308/00,C08F8/50;;C08K7/14;;C08L23/14;;C08L23/26,
83,US,026-837-473-843-699,2017-05-18,US 201515129744 A,2015-03-12,METHOD FOR MANUFACTURE OF LOW EMISSIONS POLYPROPYLENE,SABIC GLOBAL TECHNOLOGIES BV,SABIC GLOBAL TECHNOLOGIES B.V (2016-09-26),1,2,C08F8/50;;C08F2800/20;;C08F2810/10;;C08K5/14;;C08L23/12;;C08L23/16;;C08L2023/42;;C08L2205/02;;C08L2207/02;;C08L2308/00;;C08F8/50;;C08F2800/20;;C08F2810/10;;C08K5/14;;C08K7/14;;C08L23/12;;C08L23/14;;C08L23/16;;C08L23/26;;C08L2023/42;;C08L2205/02;;C08L2205/025;;C08L2207/02;;C08L2308/00,C08F8/50;;C08K7/14;;C08L23/14;;C08L23/26,
84,WO,019-781-130-619-982,2025-01-30,EP 2024070728 W,2024-07-22,COMPOSITION COMPRISING POLYPROPYLENE AND POLYETHYLENE,SABIC GLOBAL TECHNOLOGIES BV,,6,0,C08F255/02,C08F255/02;;C08F255/04;;C08L23/04;;C08L23/08;;C08L23/10;;C08L51/06,
85,SA,019-991-380-000-571,2019-07-30,SA 516371920 A,2016-09-27,METHOD FOR MANUFACTURE OF LOW EMISSION POLYPROPYLENE,SABIC GLOBAL TECHNOLOGIES BV,,0,0,C08F8/50;;C08F2800/20;;C08F2810/10;;C08K5/14;;C08L23/12;;C08L23/16;;C08L2023/42;;C08L2205/02;;C08L2207/02;;C08L2308/00;;C08F8/50;;C08F2800/20;;C08F2810/10;;C08K5/14;;C08K7/14;;C08L23/12;;C08L23/14;;C08L23/16;;C08L23/26;;C08L2023/42;;C08L2205/02;;C08L2205/025;;C08L2207/02;;C08L2308/00,,
86,WO,177-652-114-979-820,2019-07-25,EP 2019051341 W,2019-01-21,POLYOLEFIN COMPOSITION WITH IMPROVED RESISTANCE TO ESCR,SABIC GLOBAL TECHNOLOGIES BV,,13,0,C08L23/0815;;C08L2203/18;;C08L2205/03;;C08L2205/035;;C08L2207/02;;C08L2207/062;;C08L23/0815;;C08F110/06;;C08F210/16;;C08L23/12;;C08L23/16;;C08L2203/18;;C08L2205/03;;C08L2207/062,C08L23/08,
